customer_id,cacq,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29
56,-8,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
57,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,-129,0,0,0,0,0,0,22,0,0,26,9,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
59,-36,3,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-27,1,10,64,4,1,18,5,0,38,17,1,2,2,8,1,13,13,47,2,6,96,0,0,0,0,0,0,0,0,0
61,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
62,-21,5,0,9,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,-108,0,0,0,0,0,0,0,22,0,0,0,0,48,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-261,0,0,0,20,0,0,0,0,0,0,0,29,0,33,0,0,125,0,0,0,25,0,0,0,0,0,0,0,0,0
66,-12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-76,36,56,0,26,54,23,0,149,40,5,46,22,0,5,0,32,0,61,83,0,0,0,0,0,0,0,0,0,0,0
68,-37,0,3,4,5,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-39,0,5,0,0,0,0,4,0,0,0,111,0,4,15,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-77,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,11,0,0,16,0,0,0,0,43,0,0,0,0,0,0
71,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,-62,0,17,6,1,0,6,6,4,0,5,10,4,0,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-9,5,0,0,0,19,0,2,1,0,0,6,26,0,2,0,0,17,0,0,0,9,6,0,0,0,0,0,0,0,0
74,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
75,-27,0,0,0,0,0,0,0,0,0,283,0,0,0,222,0,0,0,22,0,115,26,0,0,0,0,0,0,0,0,0
76,-63,1,0,1,4,1,0,3,1,0,1,0,0,0,0,2,1,0,5,0,0,1,0,0,3,0,0,0,0,0,0
77,-59,0,20,0,0,10,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,29,27,0,66,31,0,86,0,0
78,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
79,-8,0,0,0,0,333,0,0,0,0,0,0,0,0,505,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-260,0,0,0,1,0,0,3,0,3,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,7,3,4,0
81,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-158,0,1,0,2,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-56,59,165,0,0,34,0,0,11,0,0,139,0,7,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,-45,0,2,9,0,0,0,8,0,6,8,0,3,0,1,1,0,1,7,5,1,8,0,0,0,0,0,0,0,0,0
85,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,-42,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
87,-48,0,0,0,0,0,0,0,14,0,25,0,0,0,0,0,0,0,113,66,0,0,0,25,0,0,0,0,0,0,0
88,-16,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,-111,0,0,5,8,5,0,9,0,0,0,0,6,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0
90,-80,197,43,44,0,72,152,0,19,64,31,40,0,52,40,8,248,90,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28,0,0,13,0,57,18,0,0,8,0,0,0,0
92,-63,0,0,5,0,0,7,1,11,4,2,0,2,3,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
93,-7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
94,-107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
95,-5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-248,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,117,0,0,0,0,0,0
97,-15,0,0,2,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,-128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,-92,0,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,-6,2,5,2,46,0,20,9,19,2,38,14,0,22,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,-163,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
102,-32,6,0,0,13,0,0,0,0,3,0,0,0,0,0,4,0,10,0,0,9,6,0,0,0,0,0,0,0,0,0
103,-558,383,0,85,0,207,0,0,0,0,0,0,0,68,463,166,0,153,0,770,0,47,164,0,0,0,0,0,0,0,0
104,-107,0,17,0,20,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,-85,11,0,0,0,0,0,0,2,0,0,4,7,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
106,-42,0,0,27,0,23,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
107,-237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0
108,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,-136,0,0,58,0,229,11,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,-248,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,-9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,-13,0,13,0,0,0,0,0,0,9,0,7,0,0,0,4,0,2,3,0,0,0,7,0,0,1,0,0,0,0,0
116,-12,7,0,0,0,1,7,0,0,0,1,0,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,-92,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
118,-28,0,0,0,0,0,47,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
119,-237,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
120,-18,0,7,0,0,4,3,0,0,0,0,0,31,0,1,0,0,0,3,2,5,0,0,3,2,0,0,0,0,0,0
121,-63,126,16,0,0,0,11,0,91,0,295,0,0,47,17,0,624,18,407,23,324,22,20,0,0,0,0,0,0,0,0
122,-30,0,17,0,0,7,67,0,4,20,5,81,7,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
123,-26,44,0,0,65,0,50,57,0,0,58,21,64,0,65,0,0,68,0,0,133,53,0,0,334,37,0,0,0,0,0
124,-164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-26,0,0,0,0,14,0,0,0,0,0,0,0,0,6,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
126,-240,112,0,0,0,0,53,0,46,361,0,0,0,139,69,0,150,34,127,142,109,0,0,418,0,0,0,0,0,0,0
127,-247,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,-118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,-40,5,3,57,166,12,295,2,0,69,0,0,48,18,0,22,12,51,0,15,795,71,0,0,0,0,0,0,0,0,0
131,-42,0,0,0,0,0,0,0,92,0,20,0,21,22,0,5,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
132,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
133,-124,1,9,1,0,1,1,0,0,1,1,2,2,0,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,0,0
134,-5,8,0,2,0,2,5,1,3,2,1,5,4,0,8,11,1,2,7,3,0,0,2,4,4,0,0,0,0,0,0
135,-58,129,0,46,0,42,0,0,0,41,31,33,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,-64,0,0,0,10,0,0,0,16,0,6,6,0,0,0,12,19,0,0,25,0,0,0,0,0,0,0,0,0,0,0
137,-30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,-241,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
140,-62,0,2,0,2,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
141,-249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
142,-63,18,7,0,3,0,57,3,0,10,10,0,0,25,0,11,5,0,5,8,0,0,0,0,0,0,0,0,0,0,0
143,-119,42,0,0,39,13,0,0,15,0,28,0,108,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,-11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,9,5,1,1,0,0,0,0,0,0,0,0,0
145,-31,15,4,0,9,0,44,0,41,9,22,10,94,47,0,195,38,48,46,1,22,0,58,35,87,0,0,0,0,0,0
146,-161,0,0,2,1,0,0,52,0,3,13,6,9,19,13,3,10,0,0,0,28,15,38,0,0,34,0,0,0,0,0
147,-80,0,10,0,0,0,0,0,20,44,0,0,0,0,0,42,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
148,-250,0,0,2,0,2,0,0,0,0,8,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,-111,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
150,-6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
151,-30,0,2,0,0,0,2,2,0,2,0,0,0,0,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
152,-46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,-46,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,-107,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,-28,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,41,0,0,0,0,0,0,0,0
156,-23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
157,-161,20,0,5,0,14,5,0,23,3,0,0,55,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
158,-252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,-138,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
160,-157,0,42,0,0,0,0,0,0,0,0,232,16,52,0,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,-38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,-260,0,0,0,0,0,0,0,0,0,0,0,12,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
164,-102,4,0,3,1,0,0,4,0,7,8,3,2,4,0,0,1,2,0,11,0,0,6,0,0,0,0,0,0,0,0
165,-59,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0
166,-8,0,15,0,0,0,0,0,0,6,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,20,0,0,0
167,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,-31,104,0,7,0,0,10,0,0,7,68,6,0,48,0,0,0,0,0,0,0,24,12,0,0,0,0,0,0,0,0
169,-27,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
170,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
171,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
172,-59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,5,3,22,0,0,0,2,7,0,2,0,0,0,0
173,-53,0,0,0,0,0,0,0,0,87,29,40,0,80,0,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0
174,-84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-89,0,22,5,0,6,0,0,8,0,0,0,0,8,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
176,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-35,0,0,0,47,0,18,0,0,31,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0
179,-8,2,0,0,1,1,2,1,0,3,1,0,0,0,1,3,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0
180,-64,3,0,2,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0
181,-78,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
182,-12,13,7,0,2,0,4,0,0,7,4,0,0,14,1,16,1,3,4,2,5,1,1,3,2,0,0,0,0,0,0
183,-76,0,0,0,0,0,0,0,13,0,2,0,0,0,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,-556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,-31,0,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,27,0,0,0,0,25,0,0,0,0,0
186,-16,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
188,-10,0,452,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8,0,0,0,0,0,0,0,0,0,0,0
190,-59,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,-251,0,0,0,0,73,0,0,0,0,0,0,0,0,17,183,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0
192,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,13,0,0,0,0,0
193,-28,0,0,0,0,0,17,95,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
194,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
196,-9,7,5,1,0,0,3,0,1,5,0,0,10,0,8,0,0,8,4,0,0,0,5,16,1,0,0,0,6,8,0
197,-260,10,0,0,0,10,0,0,0,7,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,-80,0,0,0,0,0,0,0,0,84,54,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,-33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,-94,11,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,0,1,8,4,5,0,0,0,1,0,1,0,0,0
201,-262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,-45,4,0,0,0,1,14,3,0,27,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,-103,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,-32,3,0,0,0,1,9,0,2,0,5,0,0,0,4,0,1,3,0,0,3,2,0,0,2,3,0,0,0,0,0
205,-61,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,-65,120,0,0,0,1,58,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,-61,0,0,0,1,106,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,3,5,0,22,0,0,0
208,-57,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,-553,0,0,2,0,2,0,0,0,6,0,26,0,0,3,0,2,0,0,0,0,4,9,1,0,0,0,5,0,0,0
210,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
