customer_id,region,income,age
288,26,3686,27
289,4,2310,28
290,21,3280,35
291,2,2553,25
292,0,829,28
293,48,1232,32
294,38,4493,31
295,22,700,26
296,43,2778,30
297,41,1457,26
298,4,2032,31
299,35,3009,27
300,47,2601,27
301,19,2738,25
302,44,2446,35
303,16,1540,26
304,18,631,29
305,2,2199,30
306,36,580,31
307,33,4609,29
308,37,745,27
309,14,3985,24
310,17,2921,30
311,24,1511,33
312,21,623,25
313,46,630,24
314,19,1324,27
315,3,1836,34
316,2,2377,30
317,3,1281,29
318,37,2884,29
319,45,3507,29
320,25,3601,31
321,49,858,26
322,30,2149,32
323,39,5949,24
324,37,3614,25
325,47,2396,32
326,41,1001,32
327,46,937,31
328,5,988,27
329,37,2747,27
330,43,1270,26
331,49,1595,30
332,15,2429,28
333,5,5339,31
334,29,3357,28
335,46,2440,30
336,31,4566,33
337,49,3729,30
338,1,1780,31
339,3,1356,28
340,31,964,33
341,16,1644,27
342,22,6459,29
343,0,8237,33
344,2,898,28
345,40,698,31
346,45,704,29
347,26,2301,34
348,27,1467,24
349,49,2205,24
350,3,1347,30
351,1,7028,29
352,21,773,25
353,28,698,27
354,28,2316,29
355,5,1755,26
356,5,3689,26
357,29,1980,25
358,41,7640,28
359,32,1268,27
360,21,3138,32
361,29,1435,27
362,28,611,25
363,22,881,24
364,33,2018,31
365,40,1025,25
366,31,1197,28
367,28,1551,27
368,44,1662,31
369,9,1962,30
370,0,1918,29
371,48,813,29
372,28,2777,28
373,40,3324,33
374,24,4369,24
375,40,4050,30
376,6,1516,23
377,31,1106,33
378,20,12226,29
379,11,1111,29
380,4,671,29
381,16,2664,30
382,46,2994,21
383,39,2451,21
384,2,2774,27
385,27,1449,28
386,49,943,22
387,11,1259,29
388,37,859,29
389,26,1101,35
390,2,1975,31
391,9,664,28
392,40,2721,25
393,40,4423,28
394,35,2132,26
395,44,1486,26
396,44,2453,30
397,41,509,28
398,20,9107,28
399,6,4227,31
400,2,2045,29
401,10,4264,36
402,49,840,26
403,34,1729,33
404,26,1461,27
405,19,2950,29
406,26,718,27
407,22,908,32
408,29,2046,29
409,34,2859,31
410,23,6096,28
411,12,639,25
412,41,2696,27
413,38,2513,27
414,44,4082,32
415,36,2555,31
416,46,1408,25
417,38,5249,25
418,45,4583,30
419,1,1478,27
420,44,1970,32
421,11,1018,30
422,30,1654,34
423,23,3204,32
424,16,982,28
425,33,540,31
426,4,1403,30
427,48,3300,27
428,31,1065,27
429,6,1290,34
430,39,1899,25
431,47,1692,28
432,34,1177,32
433,33,1996,29
434,34,606,29
435,48,8214,26
436,23,2114,25
437,30,1086,27
438,8,7072,33
439,11,2232,29
440,32,3541,26
441,18,2895,25
442,23,765,28
443,37,3008,27
444,36,4757,27
445,21,2118,26
446,4,1766,28
447,14,971,31
448,2,787,28
449,30,3894,24
450,37,714,28
451,8,510,26
452,23,1304,28
453,34,2129,27
454,35,10116,29
455,4,3966,33
456,31,1006,31
457,28,896,27
458,9,3338,26
459,49,1401,30
460,37,1837,30
461,35,682,24
462,22,7146,24
463,42,759,28
464,36,2500,26
465,25,3846,30
466,20,4248,25
467,24,1583,27
468,39,2845,23
469,39,2571,28
470,35,1311,31
471,15,6565,30
472,23,922,29
473,15,3462,26
474,23,653,32
475,49,1040,29
476,9,2200,26
477,40,976,34
478,14,667,33
479,21,6105,30
480,9,1678,27
481,45,1805,25
482,49,3113,34
483,39,5637,27
484,27,896,27
485,42,1723,26
486,23,4261,26
487,27,2316,29
488,12,6198,24
489,26,1920,26
490,19,6532,32
491,39,1755,27
492,24,846,24
493,40,3530,26
494,0,3076,23
495,42,2073,23
496,0,1061,30
497,30,3410,29
498,17,8816,30
499,15,1527,26
500,32,751,27
501,45,1123,28
502,10,8709,30
503,4,3204,25
504,5,2309,35
505,24,5457,25
506,41,762,30
507,39,565,29
508,13,4562,32
509,21,5747,31
510,0,1313,31
511,47,1214,25
512,41,1539,27
513,18,883,30
514,24,2967,25
515,41,5406,32
516,47,1929,30
517,22,2800,31
518,25,2174,28
519,47,3456,25
520,27,2536,29
521,30,4422,25
522,42,910,25
523,8,1610,29
524,12,918,29
525,11,784,32
526,4,3208,27
527,38,723,30
528,14,2151,35
529,4,1453,31
530,14,3090,29
531,40,1712,27
532,40,2049,25
533,43,2756,23
534,26,3927,24
535,43,1399,26
536,17,1880,28
537,41,1271,28
538,35,3789,30
539,14,1357,28
540,3,2128,31
541,35,1263,28
542,35,2187,28
543,11,813,27
544,37,1231,31
545,26,822,23
546,29,8525,31
547,15,1239,25
548,39,699,30
549,6,10470,28
550,37,4104,26
551,42,1134,26
552,8,1057,25
553,4,2286,24
554,33,987,27
555,47,8558,26
556,26,798,23
557,47,1677,25
558,10,5167,29
559,17,5990,26
560,15,853,25
561,45,3914,35
562,30,2097,24
563,41,1587,28
564,8,1797,23
565,43,961,27
566,1,940,30
567,26,7012,26
568,1,2072,24
569,9,5061,26
570,45,1903,27
571,39,838,32
572,46,648,32
573,41,8741,27
574,16,1530,32
575,29,4041,25
576,30,557,33
577,18,7467,28
578,17,1544,28
579,20,2513,26
580,29,532,28
581,33,926,28
582,11,4726,37
583,17,1602,25
584,47,1139,24
585,4,2865,26
586,28,2501,26
587,26,1664,29
588,41,1062,28
589,47,2830,26
590,17,2559,39
591,11,3511,31
592,23,2234,26
593,48,3345,24
594,16,2393,25
595,7,1163,25
596,46,1332,30
597,36,4311,27
598,1,1546,31
599,3,514,23
600,12,2069,25
601,41,3304,26
602,47,1034,26
603,30,805,28
604,11,11135,25
605,3,1638,25
606,12,9431,28
607,16,2970,22
608,45,2174,30
609,17,5384,28
610,37,819,29
611,35,624,30
612,46,1372,28
613,35,656,32
614,16,592,26
615,8,2403,33
616,41,1244,25
617,14,3027,30
618,6,545,33
619,18,736,29
620,36,4017,31
621,6,774,22
622,2,4312,27
623,20,6419,30
624,10,529,31
625,10,625,26
626,49,974,28
627,13,3334,31
628,43,3278,27
629,30,3607,26
630,1,4822,22
631,41,757,31
632,3,3596,28
633,29,2990,24
634,12,764,23
635,25,2249,28
636,17,4268,25
637,21,2410,29
638,36,554,26
639,29,1121,27
640,0,1857,35
641,38,2716,29
642,12,6464,33
643,25,3580,34
644,0,1005,29
645,24,683,25
646,43,2494,30
647,2,4488,28
648,35,648,26
649,32,5858,23
650,33,1535,28
651,16,1283,25
652,16,1333,31
653,40,2369,26
654,49,4795,28
655,36,682,24
656,25,3180,25
657,15,556,29
658,30,6990,26
659,23,8204,35
660,39,2019,25
661,35,2335,26
662,2,5610,27
663,18,708,31
664,0,1873,28
665,46,740,28
666,1,5151,26
667,3,3545,20
668,9,2451,26
669,30,889,25
670,20,2297,28
671,4,956,30
672,21,8045,23
673,9,1328,27
674,39,6457,33
675,7,1316,25
676,2,1429,29
677,45,2444,28
678,29,3891,24
679,39,1832,33
680,24,2845,33
681,23,1619,25
682,7,593,31
683,0,3567,25
684,40,989,30
685,27,5342,27
686,26,2681,28
687,49,4463,31
688,37,2281,33
689,47,991,28
690,16,3844,28
691,20,834,25
692,26,576,22
693,31,3513,28
694,16,2681,29
695,7,7214,26
696,42,802,29
697,36,3102,30
698,12,4350,26
699,12,3704,25
700,32,2256,28
701,34,1775,34
702,35,858,32
703,40,707,32
704,11,527,37
705,4,3099,32
706,49,1681,23
707,25,4324,24
708,11,1858,27
709,34,1853,25
710,3,1540,33
711,47,558,29
712,37,4655,29
713,10,605,24
714,42,4916,25
715,2,4552,27
716,35,2454,34
717,14,4437,24
718,24,4635,29
719,38,4002,32
720,25,2690,26
721,46,791,26
722,25,522,24
723,36,2267,24
724,17,3610,31
725,21,1794,29
726,42,879,25
727,7,2994,22
728,11,1425,29
729,40,4851,28
730,7,3263,25
731,31,879,25
732,5,8135,31
733,44,962,29
734,43,2634,23
735,36,682,31
736,31,787,23
737,40,3248,29
738,49,1493,25
739,30,5371,28
740,8,5388,30
741,47,1965,31
742,42,5792,31
743,6,757,32
744,44,2407,25
745,41,2050,27
746,5,774,28
747,5,755,25
748,46,3565,31
749,48,1793,28
750,34,1421,26
751,11,1315,31
752,26,2539,28
753,23,1026,35
754,43,683,26
755,29,4024,28
756,44,6161,30
757,6,570,28
758,19,2000,29
759,9,2283,23
760,22,4478,27
761,7,641,26
762,40,2175,29
763,14,1661,27
764,16,657,27
765,23,1306,24
766,15,3584,32
767,28,7288,24
768,41,3075,30
769,36,728,29
770,43,3925,24
771,34,862,25
772,8,3168,28
773,20,3337,29
774,31,3152,28
775,18,1299,32
776,0,1036,31
777,11,1006,28
778,7,8334,29
779,44,1496,28
780,13,3461,27
781,7,1989,32
782,33,4664,26
783,4,1880,33
784,31,562,24
785,19,4205,29
786,21,508,29
787,42,2158,23
788,2,5169,27
789,48,5596,31
790,41,3824,32
791,3,2318,23
792,5,2264,27
793,20,5101,27
794,39,2715,28
795,2,3031,26
796,42,839,25
797,23,4339,28
798,12,4604,26
799,20,2889,29
800,35,3201,27
801,29,3508,30
802,4,4476,30
803,7,1851,28
804,7,1599,27
805,8,3358,29
806,22,1322,33
807,40,2861,25
808,29,13979,29
809,12,3180,30
810,5,2132,26
811,40,2303,26
812,21,2783,32
813,40,1566,29
814,2,2217,30
815,2,739,30
816,24,4627,27
817,31,742,31
818,3,1866,30
819,23,845,28
820,41,1043,31
821,31,1788,28
822,2,733,28
823,28,2242,26
824,29,3777,21
825,8,2492,25
826,8,3002,32
827,18,7378,25
828,7,2125,29
829,26,1629,24
830,4,4470,28
831,9,2213,24
832,23,2666,29
833,41,3329,22
834,48,745,24
835,11,1059,28
836,39,3345,32
837,49,1631,27
838,15,2387,30
839,11,5370,25
840,2,846,25
841,30,1486,29
842,20,4446,27
843,13,842,29
844,10,3151,26
845,30,2712,24
846,1,3344,27
847,27,966,35
848,19,543,32
849,10,6040,28
850,4,4066,30
851,35,1449,27
852,5,2172,24
853,20,3219,32
854,13,1873,25
855,15,6882,29
856,29,7543,28
857,29,940,27
858,29,2397,25
859,29,1336,31
860,30,2069,26
861,34,1847,26
862,33,4597,31
863,5,1567,28
864,39,726,28
865,47,1248,27
866,4,1734,28
867,15,633,26
868,0,1355,33
869,14,927,28
870,28,6270,26
871,38,1405,27
872,16,2091,27
873,23,932,25
874,44,6470,28
875,20,2662,36
876,3,549,29
877,6,1143,28
878,15,1688,31
879,38,2261,24
880,6,1426,24
881,23,1852,23
882,15,1159,24
883,44,3600,26
884,21,790,23
885,38,2763,26
886,11,545,28
887,36,2995,25
888,4,967,32
889,12,1761,28
890,26,2066,26
891,0,2149,23
892,5,2667,28
893,5,2125,28
894,23,1259,26
895,48,3298,26
896,37,3850,24
897,43,600,26
898,10,2117,29
899,34,547,30
900,9,543,29
901,3,6717,34
902,42,738,20
903,23,4769,28
904,10,2474,33
905,32,3204,30
906,0,5468,26
907,1,4371,26
908,25,3551,29
909,43,6571,25
910,31,1813,26
911,33,751,31
912,42,2899,23
913,42,1370,23
914,36,650,30
915,39,5817,26
916,32,5987,25
917,33,879,27
918,20,943,29
919,22,940,27
920,38,10237,22
921,2,5018,24
922,47,3150,32
923,37,2184,29
924,18,1851,29
925,46,2131,36
926,35,3984,30
927,21,847,26
928,1,1291,30
929,14,780,29
930,23,1832,29
931,32,732,27
932,9,2614,33
933,22,2325,31
934,21,702,27
935,23,646,23
936,29,847,30
937,2,3856,25
938,48,905,30
939,28,1284,24
940,11,3087,25
941,8,1416,25
942,12,2995,31
943,23,1601,25
944,25,3754,27
945,10,2898,25
946,27,2458,28
947,39,559,25
948,1,848,27
949,8,1570,27
950,17,2334,30
951,8,2987,27
952,44,4049,27
953,41,1414,29
954,29,1145,29
955,9,2462,31
956,32,2823,23
957,17,1373,30
958,31,4858,30
959,34,1176,26
960,31,2393,23
961,45,2757,27
962,32,9551,23
963,1,911,29
964,10,1125,29
965,23,4295,32
966,10,1253,29
967,8,1152,23
968,25,786,22
969,20,535,25
970,27,585,27
971,32,2050,26
972,38,7908,33
973,31,6884,27
974,36,1360,25
975,8,728,26
976,44,4531,30
977,28,1215,27
978,47,3923,22
979,27,615,28
980,13,2149,22
981,11,593,26
982,29,1596,24
983,45,4843,25
984,0,850,32
985,11,7544,33
986,18,2553,32
987,48,2117,28
988,12,807,27
989,0,1258,31
990,12,5093,27
991,34,1556,24
992,30,1269,26
993,13,2990,25
994,12,3628,23
995,14,822,31
996,49,3435,27
997,18,1153,24
998,1,764,26
999,31,2869,30
1000,17,3592,29
1001,33,593,36
1002,26,2052,21
1003,13,2316,27
1004,38,3513,28
1005,5,6265,32
1006,1,1360,28
1007,47,1030,26
1008,27,667,28
1009,3,3735,27
1010,15,2264,32
1011,33,1696,27
1012,37,6057,30
1013,21,4968,26
1014,17,4018,32
1015,30,3995,29
1016,37,925,34
1017,13,1486,25
1018,4,2076,30
1019,21,805,21
1020,45,1057,31
1021,24,8098,25
1022,2,1338,25
1023,16,1138,31
1024,30,551,32
1025,30,608,23
1026,44,1401,30
1027,9,5203,30
1028,38,567,27
1029,35,1024,28
1030,19,2123,25
1031,10,3254,29
1032,33,2156,27
1033,7,1749,27
1034,37,746,25
1035,24,2516,32
1036,0,591,28
1037,5,2825,29
1038,4,5811,29
1039,16,2998,27
1040,39,990,28
1041,28,5832,29
1042,14,666,31
1043,25,2865,30
1044,7,3565,30
1045,13,6631,30
1046,38,1890,25
1047,49,7573,29
1048,11,9414,26
1049,49,984,27
1050,35,3620,31
1051,14,2972,32
1052,21,4331,25
1053,3,3779,23
1054,27,1946,28
1055,30,652,28
1056,49,1233,26
1057,5,1247,26
1058,4,5062,29
1059,2,5360,26
1060,40,10767,32
1061,35,1716,29
1062,41,929,32
1063,29,1980,31
1064,40,3356,25
1065,25,6335,29
1066,27,1445,25
1067,6,2091,21
1068,16,834,32
1069,28,1116,24
1070,23,1037,36
1071,15,1350,26
1072,24,3474,26
1073,2,1621,24
1074,12,6918,31
1075,28,1622,27
1076,32,3194,30
1077,48,1999,35
1078,28,1850,33
1079,16,1893,29
1080,45,6278,27
1081,46,5306,25
1082,40,889,26
1083,0,1372,28
1084,1,2328,26
1085,34,1233,31
1086,37,10059,30
1087,6,2940,27
1088,27,2630,25
1089,32,975,31
1090,18,1806,27
1091,0,733,27
1092,26,1467,30
1093,15,1009,28
1094,24,1868,29
1095,5,681,28
1096,25,677,31
1097,43,784,24
1098,20,6158,29
1099,10,844,34
1100,49,2286,28
1101,15,867,26
1102,14,2652,33
1103,9,2217,25
1104,47,3125,38
1105,46,2033,27
1106,0,3315,29
1107,6,1031,29
1108,47,737,27
1109,8,1572,34
1110,21,1527,25
1111,0,2647,30
1112,45,1550,35
1113,22,770,32
1114,40,1096,29
1115,22,3173,27
1116,10,552,29
1117,8,514,27
1118,12,1322,27
1119,47,550,25
1120,46,10394,26
1121,38,5323,28
1122,27,536,28
1123,39,6335,26
1124,29,659,27
1125,35,2036,25
1126,31,1558,24
1127,4,2151,29
1128,13,3239,23
1129,35,895,28
1130,32,519,30
1131,45,884,27
1132,25,9308,31
1133,44,4369,25
1134,2,5004,26
1135,17,7610,31
1136,4,5303,32
1137,14,1433,30
1138,33,1970,24
1139,45,814,25
1140,30,3062,27
1141,20,691,28
1142,21,1981,27
1143,41,5597,28
1144,7,1083,27
1145,26,776,26
1146,41,2426,24
1147,46,7177,27
1148,49,2030,28
1149,9,3533,24
1150,25,872,35
1151,18,3498,30
1152,5,955,35
1153,45,6275,31
1154,31,1234,29
1155,31,3806,27
1156,9,1952,31
1157,23,5478,23
1158,18,1119,26
1159,7,1669,32
1160,42,4040,26
1161,10,636,23
1162,32,1512,26
1163,8,1711,28
1164,48,1889,27
1165,27,1351,31
1166,5,2385,32
1167,44,4391,29
1168,45,1749,29
1169,30,1187,30
1170,22,1458,27
1171,48,1091,31
1172,19,676,27
1173,3,3831,29
1174,18,2768,25
1175,39,970,23
1176,6,1219,25
1177,16,1516,25
1178,31,2097,33
1179,15,2477,23
1180,46,547,27
1181,29,525,25
1182,32,844,28
1183,24,2571,25
1184,39,5028,21
1185,49,4081,27
1186,41,1482,28
1187,11,541,25
1188,43,3771,24
1189,7,3905,26
1190,37,1209,25
1191,27,2207,28
1192,27,2410,28
1193,17,2696,29
1194,17,3713,27
1195,7,836,27
1196,9,945,30
1197,11,546,24
1198,6,1697,28
1199,21,3605,24
1200,28,2096,26
1201,6,962,25
1202,34,1448,27
1203,22,1957,32
1204,33,1193,28
1205,37,2225,30
1206,40,1969,25
1207,28,1117,28
1208,41,701,25
1209,3,1793,25
1210,2,787,23
1211,23,2392,28
1212,2,2054,23
1213,33,2164,23
1214,39,2376,25
1215,26,1052,26
1216,49,6189,33
1217,22,1387,25
1218,33,1574,25
1219,34,1134,31
1220,36,2076,28
1221,20,3715,28
1222,49,563,29
1223,4,1091,31
1224,6,3538,28
1225,18,1801,27
1226,27,662,26
1227,19,862,27
1228,1,2735,34
1229,30,706,27
1230,31,2394,33
1231,46,1557,27
1232,3,1588,29
1233,45,624,30
1234,12,4600,24
1235,12,679,25
1236,29,901,28
1237,37,1753,31
1238,17,8697,25
1239,0,4872,35
1240,44,5226,27
1241,0,1525,27
1242,11,1688,32
1243,19,521,25
1244,5,1103,27
1245,13,693,29
1246,26,2094,30
1247,20,1070,30
1248,3,672,27
1249,15,2083,29
1250,21,1417,26
1251,45,3907,35
1252,14,1711,26
1253,0,1347,25
1254,6,2742,31
1255,13,1182,32
1256,6,2925,26
1257,25,771,23
1258,19,860,22
1259,42,582,31
1260,15,1802,21
1261,9,2542,29
1262,22,1647,31
1263,47,1130,36
1264,16,2378,26
1265,26,2152,31
1266,39,958,29
1267,3,2925,24
1268,8,1272,27
1269,18,1070,32
1270,30,1601,32
1271,5,593,29
1272,42,2093,35
1273,31,1062,33
1274,7,1927,28
1275,19,667,26
1276,30,727,32
1277,39,9768,29
1278,29,1141,32
1279,7,3662,28
1280,15,1707,25
1281,27,4313,24
1282,20,637,32
1283,24,2979,31
1284,23,2658,31
1285,48,1886,33
1286,22,1234,27
1287,48,3091,27
1288,48,944,34
1289,23,6151,23
1290,12,554,29
1291,44,1204,30
1292,23,2674,25
1293,42,1733,26
1294,32,3762,29
1295,16,1820,29
1296,31,1847,24
1297,2,3858,25
1298,39,601,30
1299,21,1014,28
1300,7,2235,32
1301,47,976,24
1302,12,3033,26
1303,49,2026,29
1304,38,1214,27
1305,35,4831,26
1306,40,1047,30
1307,38,2202,27
1308,5,9880,35
1309,49,1900,33
1310,14,3643,27
1311,24,842,25
1312,31,1535,32
1313,2,850,30
1314,3,4314,30
1315,48,1503,30
1316,33,2111,22
1317,15,5338,32
1318,15,1950,26
1319,28,8199,29
1320,16,1783,24
1321,1,3459,24
1322,49,2034,24
1323,6,563,32
1324,10,2657,30
1325,37,949,30
1326,35,2264,31
1327,26,6085,25
1328,21,4352,29
1329,15,2564,26
1330,21,3759,25
1331,33,4528,23
1332,44,1430,27
1333,15,4321,28
1334,21,2358,27
1335,22,1945,30
1336,22,3296,30
1337,47,1603,24
1338,37,652,32
1339,43,818,25
1340,47,3626,25
1341,19,5907,25
1342,37,2746,26
1343,25,1873,35
1344,45,1407,29
1345,1,1068,23
1346,17,1004,24
1347,7,1690,26
1348,49,2016,31
1349,4,3258,26
1350,26,1812,31
1351,13,5464,30
1352,27,2710,27
1353,43,2765,27
1354,33,801,28
1355,28,5758,30
1356,35,4488,28
1357,38,2152,26
1358,43,1684,34
1359,5,1408,28
1360,2,1478,32
1361,37,2332,22
1362,45,1132,27
1363,30,812,31
1364,26,810,31
1365,20,4481,27
1366,31,3842,31
1367,25,595,30
1368,40,2391,24
1369,33,2276,32
1370,26,3965,27
1371,33,1979,27
1372,10,3744,29
1373,29,1753,24
1374,30,736,34
1375,29,714,26
1376,23,8348,22
1377,17,4560,27
1378,36,2875,34
1379,8,2045,23
1380,28,1593,27
1381,49,1819,33
1382,40,733,22
1383,46,824,29
1384,48,2129,28
1385,29,1290,29
1386,48,827,26
1387,1,4691,22
1388,15,714,27
1389,10,1110,31
1390,11,4382,29
1391,8,643,23
1392,43,1907,23
1393,25,2940,23
1394,29,1908,22
1395,41,5835,25
1396,3,3990,25
1397,5,2529,33
1398,28,1684,23
1399,38,833,33
1400,25,2659,31
1401,39,3770,24
1402,3,757,24
1403,18,9013,28
1404,37,1202,29
1405,46,912,30
1406,42,1644,26
1407,36,4190,29
1408,33,2908,30
1409,32,1472,23
1410,30,2640,26
1411,35,1660,26
1412,45,2301,23
1413,32,2239,32
1414,48,905,24
1415,27,1975,24
1416,19,533,29
1417,45,864,23
1418,14,3923,32
1419,30,697,27
1420,34,752,29
1421,35,1346,32
1422,44,1811,28
1423,36,1605,28
1424,2,963,33
1425,23,2013,34
1426,0,2333,27
1427,48,1274,26
1428,33,1152,23
1429,23,1474,25
1430,23,641,26
1431,46,732,28
1432,31,969,25
1433,46,616,28
1434,17,2267,26
1435,39,1091,24
1436,31,1610,27
1437,27,571,25
1438,0,7660,29
1439,27,2723,29
1440,29,3131,27
1441,9,510,28
1442,20,1690,27
1443,1,2329,26
1444,32,867,28
1445,42,1003,34
1446,3,2650,28
1447,28,2711,23
1448,5,2521,30
1449,36,969,36
1450,25,969,32
1451,36,2410,24
1452,17,4189,30
1453,39,3356,24
1454,46,660,29
1455,37,1629,30
1456,28,1292,26
1457,18,1357,26
1458,27,4539,28
1459,35,568,22
1460,47,1473,23
1461,26,8437,23
1462,32,948,33
1463,16,634,26
1464,1,6334,25
1465,25,3671,25
1466,17,2074,28
1467,21,853,28
1468,47,1554,27
1469,11,614,29
1470,5,2859,33
1471,27,1846,28
1472,35,1838,25
1473,6,1031,28
1474,44,5371,30
1475,14,7276,28
1476,24,1553,28
1477,2,706,21
1478,35,1644,24
1479,6,1119,30
1480,38,4301,29
1481,27,569,31
1482,37,3922,27
1483,38,4125,27
1484,22,2694,34
1485,18,6396,28
1486,25,1709,28
1487,20,1278,31
1488,37,2588,29
1489,27,2515,29
1490,30,1466,23
1491,30,7850,28
1492,43,8493,33
1493,1,8263,21
1494,35,4266,25
1495,32,894,28
1496,36,2113,23
1497,17,1048,29
1498,30,4324,27
1499,37,5474,33
1500,34,1020,29
1501,42,1937,26
1502,25,5871,25
1503,19,7169,26
1504,12,7551,19
1505,8,1249,27
1506,46,2602,30
1507,34,3065,32
1508,23,1584,29
1509,6,920,29
1510,17,1779,26
1511,0,4143,26
1512,8,957,28
1513,39,544,28
1514,18,1228,24
1515,49,4399,32
1516,32,1024,28
1517,16,4505,26
1518,21,891,27
1519,8,995,33
1520,46,1678,28
1521,42,640,27
1522,40,560,27
1523,7,956,24
1524,19,894,22
1525,20,2839,33
1526,11,1269,26
1527,12,515,25
1528,30,1985,26
1529,10,1112,29
1530,0,1242,24
1531,48,983,27
1532,30,1512,29
