temp,weekday,cost,price,sales
27.8,6,0.3,5.9,203
27.3,5,1.0,6.3,200
27.6,2,0.5,5.0,200
20.9,5,1.5,8.1,193
21.2,1,0.3,6.7,227
17.1,4,1.5,5.3,177
24.3,3,1.0,8.4,197
21.1,6,1.0,6.1,181
13.9,6,1.0,6.1,169
14.8,4,0.3,6.7,155
19.2,7,0.3,5.7,240
21.0,3,0.3,6.2,182
24.0,3,1.0,5.9,198
25.4,4,0.5,3.7,197
25.1,3,1.5,5.1,199
21.6,3,0.5,5.8,183
22.5,5,1.0,4.6,192
19.3,3,0.3,5.8,177
31.1,6,0.5,5.4,211
22.8,5,0.3,4.7,190
26.3,3,0.3,6.6,188
23.8,3,0.5,4.0,189
23.7,7,0.5,7.1,222
23.2,6,1.5,7.1,201
18.7,3,0.3,4.9,175
25.2,7,0.3,6.3,229
23.5,6,0.3,4.2,184
23.3,5,1.5,6.0,193
18.5,2,1.0,5.3,181
25.3,2,1.0,5.3,198
30.7,5,1.0,7.6,203
21.6,4,1.5,6.1,196
27.2,4,0.5,5.0,190
25.2,4,0.3,5.2,192
28.3,7,1.5,7.4,204
29.7,6,1.5,7.6,214
19.8,3,1.0,7.0,180
25.3,3,1.0,5.2,197
26.6,2,1.0,7.4,201
20.3,5,1.5,7.0,190
19.0,5,1.0,6.0,174
30.5,4,0.5,5.4,204
31.6,5,1.0,5.7,211
23.4,3,1.0,6.4,187
20.8,7,1.5,6.9,216
26.0,1,0.5,5.4,237
25.1,6,1.0,6.3,204
23.8,5,1.5,5.4,198
25.1,2,0.5,4.2,182
32.2,5,1.0,4.7,218
29.7,5,1.5,7.3,220
21.6,5,1.0,5.9,188
25.8,2,1.5,5.9,199
18.9,3,1.0,7.7,180
29.9,5,0.3,4.6,200
28.5,4,1.0,4.5,208
15.1,2,1.5,7.0,167
21.0,3,1.0,7.1,179
24.9,5,0.3,5.8,188
24.9,4,0.5,5.8,194
27.0,5,0.5,4.8,202
23.1,3,0.5,6.9,184
19.0,6,0.5,6.0,177
17.9,5,1.5,6.1,184
20.8,5,1.0,4.6,185
24.6,2,1.0,5.1,187
28.5,7,1.5,6.3,223
17.6,1,0.5,6.4,234
26.0,1,0.5,5.1,248
26.1,5,1.0,6.8,199
34.3,2,1.5,6.5,229
21.6,3,1.0,6.5,180
25.6,2,0.3,6.2,197
28.0,2,1.5,5.6,204
30.7,3,0.5,4.3,213
18.3,6,0.3,5.4,174
27.4,1,0.3,6.5,231
28.3,6,0.5,4.7,201
28.2,7,0.3,7.0,224
26.3,5,1.0,5.1,192
21.6,1,1.5,8.0,199
21.4,5,1.0,5.9,190
26.1,4,0.3,3.9,200
30.5,7,1.5,7.1,212
23.5,1,0.3,7.6,221
23.8,2,0.5,4.9,189
24.4,3,1.0,4.4,196
18.5,6,0.5,6.5,166
34.8,6,0.3,4.7,211
22.6,6,1.0,6.8,189
20.6,4,0.3,4.7,176
27.4,1,0.3,6.4,231
24.2,4,1.0,6.2,197
19.0,5,1.0,7.5,175
18.7,5,0.3,6.2,174
22.3,1,1.5,6.7,224
32.4,3,1.5,5.4,224
21.7,4,0.3,5.9,181
16.8,7,0.5,6.0,235
27.4,7,0.3,7.0,224
31.9,7,0.5,5.1,235
24.4,3,1.5,7.2,199
25.9,3,0.3,6.2,182
30.0,4,1.5,5.9,221
26.3,7,0.3,5.1,244
19.4,1,1.5,7.6,204
26.0,2,1.0,7.8,198
22.6,7,0.5,5.5,234
23.3,1,0.3,5.2,239
19.3,2,0.3,4.9,178
22.7,7,1.5,5.5,226
17.9,6,1.0,6.7,174
26.5,3,0.3,6.1,193
21.4,4,1.0,5.6,190
23.6,3,0.3,6.0,182
32.4,3,1.0,6.6,203
24.5,7,1.0,7.8,205
23.8,3,0.5,5.1,184
22.8,2,1.0,7.3,191
18.9,3,1.5,6.5,189
20.7,4,1.5,6.9,184
20.3,3,0.5,5.1,181
20.9,2,0.3,6.6,175
17.6,5,1.5,8.5,180
24.9,3,0.5,6.1,191
35.0,2,1.0,7.2,231
21.9,3,1.0,6.2,187
23.5,4,1.5,6.6,191
28.7,3,0.5,4.7,206
27.0,6,0.5,4.7,195
27.4,7,1.0,8.1,203
20.1,4,1.0,8.2,182
26.8,6,1.5,7.5,207
28.5,1,1.0,6.6,223
22.2,2,0.3,5.2,191
25.6,3,0.5,4.1,190
23.1,5,0.5,6.1,186
23.9,1,1.5,8.0,197
23.0,1,0.3,4.0,240
28.7,1,1.0,7.1,216
19.9,7,0.3,6.0,235
25.9,4,0.5,3.5,202
16.2,1,1.0,7.9,219
28.5,2,0.3,4.7,196
20.3,3,0.5,5.2,175
24.4,4,1.0,6.9,197
21.9,3,0.3,4.2,186
22.2,4,0.5,4.5,183
16.0,2,1.5,6.9,169
23.6,5,1.0,5.6,199
22.3,4,1.0,4.7,193
28.4,7,0.5,7.0,227
26.0,4,1.5,7.2,205
19.4,2,0.5,4.8,182
26.7,1,1.5,7.1,207
25.2,3,1.0,5.1,200
23.0,6,1.0,4.1,192
26.4,7,0.3,5.0,243
19.4,1,0.3,6.8,227
19.5,5,0.5,6.5,172
24.9,3,0.3,6.0,183
26.6,7,1.0,4.0,246
21.2,7,1.0,7.8,216
18.0,7,0.3,5.3,238
24.2,1,1.5,6.8,215
28.4,3,0.5,5.7,207
22.5,1,1.0,7.4,224
25.9,1,0.5,4.6,247
31.8,6,0.3,6.8,208
25.5,4,1.0,6.0,198
26.2,2,0.5,4.2,199
26.4,5,0.3,6.1,199
30.1,1,0.3,6.1,231
22.0,4,0.5,6.9,177
27.0,4,1.0,5.8,211
21.2,4,1.5,7.2,191
25.6,6,1.0,6.6,210
32.3,1,1.5,8.7,181
23.5,4,1.0,4.0,198
25.5,1,1.5,8.2,206
29.5,1,1.0,7.7,198
25.7,3,1.0,5.3,188
27.2,4,1.5,6.1,205
17.2,2,0.3,4.4,173
22.7,7,1.0,7.1,213
17.8,1,0.3,4.1,243
16.7,1,1.0,8.6,204
17.8,7,1.5,7.7,210
21.7,2,0.3,5.5,176
27.5,5,0.3,5.1,199
25.9,1,1.0,6.2,231
18.9,1,1.5,6.0,219
31.1,3,0.3,6.2,207
22.2,4,0.5,6.4,185
21.4,2,1.5,5.9,181
21.9,6,1.0,5.3,185
22.0,5,0.3,4.5,183
19.9,2,1.0,3.5,190
23.6,6,1.0,8.0,196
28.7,5,1.0,6.1,197
25.5,2,0.5,7.6,194
22.3,3,0.3,4.5,190
18.2,6,0.5,6.5,162
28.3,5,1.0,4.5,217
21.8,7,0.3,5.1,230
22.2,5,0.5,4.2,188
23.9,4,0.3,4.4,193
36.4,6,0.5,5.3,220
20.5,5,0.3,3.8,185
26.9,2,1.5,6.3,199
28.8,1,0.3,5.9,237
20.6,5,0.5,4.8,183
29.9,6,0.3,6.6,205
27.7,4,0.3,6.9,185
12.3,4,0.3,4.8,160
22.8,6,0.5,5.4,182
19.3,7,0.3,5.2,238
27.1,1,1.0,6.5,219
24.9,3,0.3,5.7,191
26.6,3,1.0,6.9,203
21.9,3,0.5,4.2,185
23.8,5,1.0,7.0,194
21.0,5,1.0,6.4,186
25.2,3,1.0,7.0,187
26.0,4,0.3,4.8,200
20.4,2,1.0,7.7,183
26.7,2,1.0,6.0,207
29.4,1,1.0,7.5,217
28.1,6,1.0,4.7,204
18.9,7,1.0,6.4,230
27.1,5,0.3,5.8,198
32.5,1,0.5,7.9,218
35.0,3,0.3,6.4,209
26.8,5,0.3,5.7,197
27.8,1,1.5,8.2,193
23.4,3,1.0,5.0,193
32.0,5,0.5,5.8,198
21.0,6,0.3,6.0,174
34.4,5,0.3,5.9,206
24.2,1,0.5,8.0,219
23.6,6,0.3,5.1,187
24.1,3,1.5,6.5,200
29.7,2,0.5,3.5,210
25.2,2,0.3,5.7,191
27.9,5,1.5,7.3,210
23.6,2,1.0,5.9,185
22.6,2,0.3,4.3,190
23.7,4,0.3,3.3,197
23.9,6,1.0,6.4,189
27.0,4,1.0,5.9,192
23.2,6,0.3,4.0,186
21.5,2,0.5,3.8,192
25.2,3,0.5,4.4,201
20.8,4,0.5,4.9,173
27.4,2,1.0,4.8,205
29.8,3,0.5,5.6,198
24.7,5,1.0,6.7,182
24.2,1,1.0,9.8,188
26.7,7,1.0,6.2,232
31.5,6,0.5,6.1,208
26.1,4,1.5,6.2,203
21.5,7,1.0,7.4,217
31.7,2,1.0,4.6,222
24.5,5,0.3,6.6,187
29.3,7,1.5,7.2,206
20.8,1,0.3,4.6,249
23.1,3,0.5,3.7,194
24.2,5,1.5,4.6,195
23.4,1,1.0,6.6,222
21.2,2,0.3,4.7,190
21.7,5,0.5,5.3,185
23.1,7,1.0,7.0,226
21.7,2,0.5,5.7,186
21.0,4,0.3,5.1,178
29.9,1,0.5,6.4,236
21.7,7,1.5,7.4,218
19.3,5,0.5,5.3,179
23.1,7,1.0,6.5,236
28.9,1,0.5,5.4,236
20.2,1,0.3,7.5,232
19.8,2,0.3,4.5,174
22.1,4,0.5,5.3,184
19.1,1,1.0,6.4,222
29.4,3,0.3,4.7,208
20.2,3,0.3,5.9,168
23.7,7,0.3,7.2,232
25.1,7,0.3,5.5,236
21.0,6,1.5,5.9,181
29.1,3,1.0,5.8,210
32.1,5,0.5,5.9,212
20.7,7,0.5,6.0,235
29.4,7,1.5,8.7,185
27.3,3,0.5,7.2,196
18.4,3,1.0,7.1,176
22.6,4,1.5,7.6,192
20.8,4,0.5,7.0,177
21.6,3,1.5,6.5,190
18.4,4,1.0,6.1,175
29.6,2,0.3,5.3,201
21.5,1,0.3,4.9,232
26.8,7,0.3,5.5,242
26.3,1,0.5,8.9,202
21.6,3,1.0,6.3,183
27.3,4,1.0,3.9,207
20.2,7,0.3,7.9,212
22.0,1,0.3,5.3,243
20.2,7,1.5,8.5,199
18.5,3,0.5,5.7,173
22.6,6,1.5,5.8,189
30.3,5,1.0,3.2,216
27.8,5,0.5,4.7,202
13.9,3,1.0,8.1,162
19.1,2,1.5,7.4,183
29.6,3,0.3,4.7,206
30.5,2,0.3,4.3,214
24.3,6,1.0,6.6,198
21.9,2,0.3,5.1,180
24.0,4,0.3,5.7,182
23.0,6,1.5,7.5,197
21.8,7,0.3,8.1,209
23.9,4,0.5,6.9,185
23.3,4,1.0,7.3,192
21.8,2,1.5,6.5,183
23.1,2,0.5,6.1,182
23.2,1,1.5,8.0,198
18.7,7,0.3,5.0,251
24.6,2,1.5,8.4,211
25.3,4,0.5,7.1,200
22.3,5,1.0,5.8,197
21.7,5,1.0,6.2,179
24.5,3,0.3,4.9,178
17.0,4,0.3,5.3,178
26.5,6,0.3,4.6,198
22.2,7,0.5,7.3,227
22.7,7,0.3,4.5,244
26.2,7,0.5,6.7,219
26.4,7,1.0,6.7,231
27.9,6,0.5,4.7,202
30.3,7,0.3,5.6,241
27.0,5,0.5,5.8,202
29.6,5,1.0,5.3,208
34.8,3,1.0,6.8,223
25.8,7,1.0,5.4,237
21.0,5,0.5,5.4,180
25.0,2,1.5,8.3,212
25.9,4,1.0,6.5,194
21.7,4,1.5,7.1,191
21.2,6,0.5,5.5,179
19.5,7,1.0,8.9,201
26.1,2,0.3,5.7,185
28.6,1,1.5,8.3,195
23.5,1,0.5,5.8,239
24.8,7,0.3,6.6,233
28.2,3,1.0,6.9,207
22.8,3,1.5,7.7,200
20.3,2,1.5,5.5,182
26.0,4,0.5,5.6,188
33.2,5,1.5,6.4,220
25.1,4,1.5,6.3,201
16.7,4,0.5,6.6,172
22.0,4,1.0,5.3,190
26.5,2,1.5,5.9,204
26.2,6,0.5,6.4,186
25.5,3,1.0,6.3,193
23.0,5,0.3,6.6,189
24.9,7,1.5,5.8,233
24.7,7,1.5,7.7,195
22.0,1,0.3,6.6,230
22.8,4,0.5,4.4,184
21.3,2,0.3,6.2,188
22.6,1,1.5,6.7,224
20.3,2,0.5,5.0,180
24.3,2,0.3,6.0,182
24.8,2,0.5,5.0,189
24.9,5,1.0,6.7,192
27.3,5,1.0,4.3,197
23.2,2,1.0,5.7,182
30.9,2,1.0,6.0,202
24.4,5,1.0,6.8,204
28.8,6,0.5,5.9,192
23.6,6,1.0,6.4,188
21.4,2,0.5,5.0,186
22.2,3,0.5,4.6,190
28.9,2,1.0,6.0,199
25.2,7,1.5,7.7,201
23.1,7,1.0,7.6,223
24.8,4,0.3,4.9,190
21.5,6,0.5,4.5,179
20.3,7,1.0,7.9,203
25.9,4,0.3,6.3,185
20.1,6,1.5,6.8,185
27.9,2,0.5,5.8,198
27.1,3,1.0,5.8,202
17.7,1,0.3,6.7,226
23.3,5,0.5,6.3,181
36.0,1,1.0,6.3,224
26.9,3,1.0,5.0,200
23.1,6,1.5,6.5,206
23.1,2,1.0,6.5,183
25.6,5,1.0,5.5,192
22.3,6,0.3,6.2,174
25.0,7,0.5,6.5,230
18.0,7,1.5,7.8,213
30.6,5,0.3,4.6,203
27.5,6,1.5,7.3,203
20.6,5,1.0,6.4,186
26.7,1,1.0,6.4,229
24.5,7,0.5,7.1,228
25.6,2,0.3,5.7,194
17.4,5,1.0,5.6,181
25.4,6,0.3,4.8,190
22.7,5,1.5,7.0,193
24.3,2,0.5,5.4,188
27.8,4,1.0,4.1,201
26.4,2,0.5,4.9,200
20.9,1,1.5,6.6,226
16.6,7,1.5,7.6,205
25.7,2,0.3,5.3,189
19.2,4,1.5,5.9,181
28.7,1,0.3,7.3,225
27.1,6,0.5,5.2,202
27.4,5,0.5,6.9,196
26.1,3,0.5,7.3,192
24.7,1,0.5,6.6,228
29.6,2,1.0,5.6,213
24.3,6,1.5,8.5,200
20.6,6,1.0,4.8,180
25.9,2,1.5,4.6,189
25.3,5,0.3,5.1,191
15.3,4,1.5,5.9,172
21.1,2,1.5,5.1,187
22.2,5,1.5,6.1,191
27.9,5,1.0,6.9,202
26.8,3,1.5,5.6,192
26.8,1,1.0,6.3,227
20.0,4,0.5,6.4,173
20.6,7,0.5,7.3,224
27.9,4,0.5,5.4,196
24.4,4,0.3,3.9,193
29.2,2,1.0,6.9,212
25.1,2,0.3,4.0,197
17.9,1,1.5,6.8,221
26.8,7,1.0,7.2,214
17.2,6,1.5,7.3,179
27.2,6,0.3,4.4,199
25.6,2,1.0,5.4,191
28.9,3,0.3,4.8,209
20.3,6,1.0,7.2,179
22.8,7,0.5,5.5,233
27.6,1,0.5,8.5,204
26.1,2,1.5,6.6,208
25.2,4,1.5,7.1,195
21.4,7,1.5,9.0,183
28.5,3,1.5,5.9,205
21.0,2,0.3,6.4,170
24.5,5,1.0,6.5,196
30.3,1,0.5,4.8,241
24.1,3,1.5,7.0,199
18.2,1,1.0,8.0,216
27.5,5,0.5,6.2,203
22.7,3,1.5,6.7,187
22.7,3,1.0,6.9,187
23.1,1,0.5,5.5,235
32.1,6,0.5,5.3,205
28.0,5,1.0,4.7,208
24.3,3,1.5,6.7,201
24.5,3,0.3,4.2,192
22.9,3,1.5,6.7,191
20.8,4,1.5,7.0,188
27.1,1,0.5,6.5,232
26.3,6,0.5,5.6,190
17.6,5,0.3,5.6,171
23.0,5,1.0,5.4,192
18.1,4,1.0,6.2,175
23.7,6,0.5,5.5,188
24.7,7,0.3,6.6,220
25.1,1,0.5,7.1,223
24.8,5,1.0,6.7,189
18.5,2,1.5,6.2,179
31.4,5,0.5,7.9,218
26.3,5,0.3,6.6,189
23.6,5,0.5,5.3,179
19.4,2,1.0,6.2,178
19.2,2,0.3,3.8,188
22.4,1,0.5,6.1,234
27.0,1,1.5,6.8,212
21.2,2,1.5,7.3,195
22.4,3,1.5,5.0,187
21.1,3,1.5,7.8,189
21.2,7,1.0,7.5,213
21.2,7,1.0,8.4,197
17.1,5,0.3,4.5,174
22.5,5,0.3,4.0,194
34.5,2,0.3,5.3,218
24.9,4,1.5,6.6,204
20.5,4,1.5,6.5,186
27.9,4,1.5,8.0,223
26.0,1,0.3,5.0,251
19.5,6,0.3,5.3,181
25.8,1,0.3,6.4,239
25.0,2,1.5,6.8,203
26.8,2,0.5,5.7,196
27.0,7,1.0,7.0,213
22.1,1,1.5,6.3,221
24.1,1,1.0,8.9,190
27.0,1,0.5,6.6,232
22.9,6,0.5,6.5,182
25.1,5,1.0,5.7,204
21.3,5,0.3,5.6,180
25.2,5,1.0,6.8,195
30.1,7,0.5,5.6,239
25.2,7,0.5,5.6,238
17.3,7,1.5,6.9,222
21.9,2,0.5,2.5,200
25.9,7,0.5,5.7,236
20.9,2,1.0,5.2,187
33.3,7,1.5,6.7,215
25.2,7,1.5,7.6,215
29.5,3,1.0,5.0,199
26.5,2,1.0,5.5,197
23.4,3,0.5,6.4,184
28.7,7,1.5,8.5,182
24.3,4,0.5,6.9,189
20.6,3,0.3,5.2,178
28.6,1,1.5,8.1,191
22.5,4,1.5,8.0,196
21.8,5,0.5,6.3,177
20.2,4,1.0,5.8,179
27.0,4,1.5,6.4,196
17.1,7,1.0,8.6,211
19.6,2,1.5,6.6,180
25.7,3,0.3,7.2,196
24.8,4,0.5,6.7,186
20.0,6,1.0,4.1,186
23.9,6,1.0,5.7,199
14.0,1,0.5,7.6,217
26.9,3,0.3,5.2,198
26.8,6,0.5,6.0,198
16.9,3,1.0,6.7,164
22.1,3,0.5,5.3,181
25.7,7,1.5,7.7,196
20.4,5,1.5,7.7,195
21.9,3,1.0,6.4,181
25.2,2,0.5,3.6,203
18.4,4,0.5,5.8,181
20.0,6,1.5,7.7,184
26.2,4,1.0,6.0,197
18.9,1,1.0,6.5,231
20.8,7,0.5,7.3,224
34.2,7,0.3,6.4,228
18.9,5,0.5,4.7,176
21.7,7,0.3,6.4,228
24.4,5,1.5,7.3,198
30.5,4,1.5,6.4,212
29.3,3,0.3,5.1,204
20.4,2,1.0,8.4,180
27.3,2,1.0,6.1,197
28.0,3,0.5,5.3,198
19.5,2,0.5,4.4,180
19.1,4,0.5,5.4,174
21.2,1,1.0,7.0,227
23.8,3,1.5,7.2,196
29.1,4,0.3,4.9,208
17.5,5,0.3,5.0,171
22.9,7,0.3,7.4,221
31.4,6,0.3,4.9,212
26.3,2,1.0,6.0,194
22.8,1,1.0,5.3,237
20.7,5,1.0,6.5,189
24.2,3,0.3,3.1,197
28.0,5,1.5,6.9,208
29.1,1,1.5,10.6,148
29.7,3,1.0,7.2,201
24.8,7,0.5,6.2,237
19.0,4,0.5,5.3,172
23.4,1,1.0,7.3,209
21.1,7,1.0,7.9,219
28.1,7,0.5,5.3,245
23.9,1,0.3,6.3,223
26.1,3,0.5,5.5,198
22.7,6,1.5,7.3,188
23.6,3,1.5,5.2,199
26.7,5,1.0,6.6,200
23.4,3,1.0,6.2,189
27.2,6,0.5,5.6,196
27.5,3,0.5,7.4,196
22.2,3,0.5,6.8,184
25.8,7,1.0,7.7,206
24.0,3,0.5,6.0,192
22.3,1,0.5,6.1,229
21.6,6,1.5,5.1,186
27.4,6,1.0,5.5,200
22.7,5,1.0,5.4,185
26.9,4,1.0,4.6,201
26.6,1,0.5,5.1,234
24.5,6,1.5,7.2,187
21.6,4,0.3,6.3,184
27.9,4,1.0,7.1,209
16.3,1,1.0,7.6,218
21.8,6,0.3,4.8,187
25.4,4,0.3,3.5,201
22.7,4,0.5,4.2,182
17.1,4,0.3,4.5,179
14.6,5,0.5,5.2,160
28.7,6,0.5,4.9,212
25.6,3,0.3,4.7,197
33.2,5,0.5,4.8,213
17.6,3,1.5,6.3,176
23.3,7,1.0,6.3,233
17.5,7,1.0,6.5,230
15.3,3,1.5,6.9,176
23.8,7,0.5,8.2,210
30.6,3,1.5,8.2,221
25.1,3,0.5,6.1,183
23.4,7,0.3,6.5,233
18.3,5,0.5,5.0,171
24.3,2,0.5,6.1,188
22.3,3,0.3,4.7,184
24.2,6,1.5,6.3,193
29.9,7,0.5,5.5,239
23.6,2,1.0,5.8,192
22.9,6,1.5,6.7,196
25.6,2,1.0,6.4,205
13.0,6,0.3,5.1,160
19.3,2,1.5,5.9,183
32.9,3,1.0,5.8,220
27.9,6,1.5,7.0,209
27.9,3,0.5,6.2,200
35.7,3,1.5,7.4,244
26.4,5,0.5,6.9,193
18.9,5,0.5,4.8,178
14.6,1,1.0,5.6,232
20.2,5,0.5,5.9,178
24.3,7,0.3,6.4,239
24.1,1,1.5,6.8,212
26.2,6,0.5,5.5,193
29.3,3,0.3,5.7,198
14.7,3,1.5,6.4,169
18.1,3,1.0,5.7,173
21.5,4,1.0,6.4,184
19.9,1,1.5,8.3,195
25.0,5,0.3,4.1,189
23.8,5,0.3,6.3,184
27.9,3,0.3,6.3,201
23.4,1,1.0,6.6,228
25.6,3,0.3,4.5,194
22.6,3,1.0,5.7,191
23.2,2,1.5,6.9,202
27.1,1,1.0,6.2,232
22.6,3,1.0,6.2,183
23.7,5,0.3,4.4,192
21.1,3,0.5,4.7,188
30.1,3,1.0,5.4,205
27.7,3,1.5,6.4,199
24.5,5,1.5,7.7,198
26.9,2,1.0,5.9,195
23.5,2,0.3,5.2,189
17.3,3,1.0,4.8,175
21.5,7,0.5,6.7,224
32.3,7,1.0,8.1,207
32.3,7,1.5,6.2,215
19.4,4,0.5,3.8,190
22.4,4,0.5,5.9,182
22.8,4,1.5,8.1,201
27.8,7,0.3,6.8,228
22.3,2,0.3,4.6,177
28.6,5,0.5,5.3,193
22.2,3,0.3,5.4,185
18.8,4,1.0,5.5,186
20.8,1,0.5,7.2,220
28.9,3,0.3,4.7,202
25.2,1,0.5,5.8,240
29.6,5,1.0,5.3,203
29.4,7,0.5,5.5,232
27.5,3,1.5,6.5,200
13.7,4,1.5,6.4,159
20.2,6,0.5,7.6,184
22.1,6,0.3,5.5,181
32.9,5,1.5,6.3,231
28.7,1,0.3,6.8,238
28.4,4,0.5,6.1,205
27.0,2,0.5,6.5,198
26.4,4,1.0,6.2,196
19.0,4,1.5,7.2,180
26.4,4,0.3,6.3,191
20.5,4,1.0,5.1,187
24.1,4,0.3,4.4,187
24.2,4,1.5,6.6,202
27.1,7,1.5,8.5,192
21.2,4,0.5,8.1,173
19.4,5,0.3,6.2,177
22.0,1,0.5,5.9,235
21.3,6,1.5,5.7,188
17.1,4,0.5,5.4,170
27.8,4,1.5,7.9,205
25.6,4,1.0,6.6,193
30.7,5,0.3,5.5,207
19.6,5,1.0,6.1,182
26.9,2,0.5,6.4,194
17.5,1,1.5,6.1,223
30.4,5,0.3,6.4,207
25.6,3,0.3,6.8,192
21.5,2,0.5,7.5,180
21.8,7,0.5,5.6,237
25.0,3,1.0,4.3,200
26.3,2,1.5,6.0,202
23.7,1,0.5,5.9,229
23.3,2,1.5,7.1,190
24.7,7,1.0,6.3,225
24.8,5,1.0,8.8,205
26.6,4,1.5,7.2,206
20.7,2,1.0,4.8,186
19.7,1,0.5,8.0,216
23.7,1,1.5,7.8,209
26.0,2,0.3,7.0,193
25.5,4,1.0,6.4,197
24.3,7,1.0,7.7,214
26.6,7,0.5,6.6,230
28.6,1,1.0,8.6,193
23.6,4,0.5,6.8,190
26.6,2,1.5,6.6,195
24.4,6,0.5,5.8,192
24.7,5,1.0,7.7,190
26.9,4,1.5,5.7,204
26.6,2,1.5,7.8,210
18.8,2,1.5,7.0,176
31.1,4,0.3,4.7,201
29.7,7,1.0,8.8,189
24.4,5,0.5,6.9,193
26.8,6,1.5,6.6,209
25.2,2,1.5,5.5,199
26.5,5,0.5,6.7,193
25.0,1,1.0,6.2,231
18.8,3,0.5,6.1,173
20.3,4,0.3,5.4,177
20.9,6,1.5,6.8,188
26.5,6,0.5,5.6,186
24.5,7,1.0,7.2,223
23.0,4,1.5,6.5,192
27.4,1,0.3,6.8,228
18.0,2,1.5,7.8,187
20.7,1,0.3,6.6,241
28.0,6,0.3,5.8,195
24.4,2,0.5,5.2,185
26.7,6,0.3,5.1,192
27.5,4,0.5,6.0,195
29.8,5,1.5,6.7,222
26.8,2,0.3,4.4,200
23.4,1,1.0,7.0,221
25.4,6,1.0,4.4,198
23.1,7,0.5,7.5,220
27.4,3,0.5,4.8,189
22.6,2,1.5,6.9,186
27.5,3,1.5,7.1,207
25.6,2,0.3,6.3,195
23.9,5,0.5,4.8,191
23.3,3,0.3,5.9,182
23.6,5,1.5,8.5,196
24.0,3,1.0,5.6,189
22.4,3,0.3,4.8,184
24.3,7,1.0,5.2,243
30.1,3,0.3,5.4,196
18.4,1,1.5,8.7,202
22.1,3,1.0,6.0,186
22.7,3,0.5,5.6,182
18.6,1,0.5,6.5,229
25.0,1,0.5,5.9,227
27.6,3,0.5,5.1,193
22.5,5,0.5,6.4,190
25.7,1,1.0,7.3,215
28.9,5,0.5,4.7,199
23.1,4,1.5,4.7,192
15.9,1,1.5,7.1,213
19.5,5,1.5,7.8,182
25.8,1,1.5,9.0,181
25.5,1,0.3,6.2,232
27.7,1,0.5,7.7,214
24.6,7,0.3,6.9,232
27.3,7,1.0,7.6,205
19.8,5,1.5,5.4,178
23.2,6,0.5,5.8,181
28.1,4,0.5,6.5,196
21.8,5,1.5,7.9,198
21.7,2,1.0,5.9,192
27.5,3,0.3,5.4,198
15.2,5,1.5,7.2,175
23.3,1,1.0,5.6,237
28.4,1,1.0,6.1,219
23.5,5,0.5,3.9,196
23.4,1,1.5,7.4,211
25.8,4,0.5,4.5,195
21.3,3,1.5,7.0,194
26.0,5,1.0,7.6,205
31.4,5,0.3,5.9,207
24.8,2,0.3,7.8,191
29.9,5,0.5,5.5,210
30.2,3,1.0,6.6,208
