customer_id,cacq,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29
27,-55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,-103,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-60,27,0,0,0,0,5,0,27,6,0,19,11,3,0,0,0,8,7,42,0,0,36,0,0,9,2,16,9,0,0
33,-51,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
34,-128,0,0,0,0,5,0,0,0,0,0,0,0,0,41,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0
35,-93,0,0,12,0,0,7,2,4,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,-78,0,0,0,0,0,19,0,9,1,2,0,36,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,-96,26,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0
38,-151,0,0,0,0,4,0,0,0,0,29,0,6,43,0,0,6,0,0,26,0,0,0,0,9,0,17,0,0,0,0
39,-33,11,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,33,0,0,0,0,0
40,-106,0,0,0,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,-139,0,18,0,0,0,0,19,0,31,0,38,14,0,0,0,0,0,3,2,7,9,0,3,0,36,0,0,2,0,0
42,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,-79,0,0,102,6,0,0,2,0,0,2,0,2,4,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
44,-126,5,38,0,2,0,7,8,0,0,0,4,6,29,3,32,31,7,11,5,15,10,9,0,10,0,0,0,0,0,0
45,-111,0,0,0,0,0,3,0,0,0,0,34,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-130,8,0,0,49,0,0,0,0,0,0,13,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-61,0,17,2,0,0,0,8,0,0,0,15,0,3,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0
48,-101,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-100,51,0,17,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-217,3,0,8,0,8,4,4,0,8,7,49,0,3,0,59,2,0,37,12,0,0,0,0,0,0,0,0,0,0,0
51,-11,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,-30,0,0,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,31,0,0,0,0,0,0,0,0,0
53,-109,0,12,31,4,0,0,4,0,0,17,0,0,36,30,0,0,5,0,0,6,0,0,0,0,0,0,17,0,0,0
54,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-79,0,5,0,4,5,0,0,3,0,0,3,5,0,0,0,0,98,2,0,0,0,19,10,0,0,5,0,0,0,0
56,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
57,-75,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,2,3,0,0,0,0,0,0
58,-125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
59,-33,0,0,3,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,0,10,0,0,0
60,-20,13,4,6,0,7,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
61,-6,0,0,0,0,0,0,0,16,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-23,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
65,-259,5,0,0,0,8,0,4,14,0,11,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,5,0,0,0
66,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-78,13,0,0,0,0,20,0,7,0,0,4,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-40,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0
69,-34,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,-75,0,16,0,0,0,0,6,0,33,0,0,0,0,0,17,7,0,0,13,23,0,0,0,0,10,0,0,0,0,0
71,-70,0,0,1,0,0,0,3,0,1,0,7,0,0,0,0,6,0,0,0,4,42,0,0,2,0,0,5,2,0,0
72,-65,0,21,7,0,0,0,0,0,0,7,0,0,0,8,3,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0
73,-10,1,22,0,0,0,11,0,0,2,0,12,5,7,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0
74,-2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,-27,79,8,21,16,8,7,28,0,2,5,1,0,3,2,27,0,2,31,1,8,28,43,0,0,0,0,0,0,0,0
76,-62,0,0,0,6,0,0,0,0,0,0,0,9,0,0,6,0,0,0,39,0,0,9,0,0,0,0,0,0,0,0
77,-61,5,0,8,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,-6,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
79,-10,7,2,0,0,6,0,123,61,13,0,0,9,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,-261,11,0,0,0,0,5,0,6,0,0,25,43,0,0,0,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0
81,-29,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,-156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,-54,0,0,0,0,0,0,24,7,7,0,0,18,0,0,0,53,0,0,0,8,0,0,0,0,0,0,0,0,0,0
84,-45,15,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
85,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,0
86,-42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,-47,0,16,12,0,0,0,20,0,0,19,4,0,0,10,29,4,0,11,1,0,0,0,4,18,0,0,7,0,0,0
88,-18,9,0,0,5,24,0,0,57,0,27,20,2,0,8,0,15,0,0,7,0,0,0,4,0,0,28,1,0,0,0
89,-110,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,-82,0,0,10,0,0,19,3,9,1,28,7,77,24,11,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,-63,2,16,2,0,1,7,4,0,13,0,2,0,2,0,7,14,0,2,0,2,0,0,0,0,0,0,0,0,0,0
93,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,-104,0,0,16,0,0,0,6,0,0,0,0,3,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,-9,2,0,0,0,0,0,0,2,0,0,37,0,84,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,-246,0,10,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,-12,0,0,0,2,2,0,0,9,8,0,2,3,0,2,0,3,4,0,0,0,6,0,6,0,0,0,0,0,0,0
98,-128,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,-89,0,0,0,0,0,0,0,0,0,0,16,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,-9,3,0,9,0,28,0,0,7,0,0,7,0,0,0,0,0,0,0,17,0,0,0,6,9,7,0,0,0,0,0
101,-161,8,7,0,7,0,0,0,12,0,8,13,2,0,0,6,0,0,2,0,35,0,0,1,6,55,0,0,12,0,0
102,-30,0,0,18,2,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,11,0,0,1,0,0,5,0,0,0,0
103,-550,5,0,20,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,22,5,0,68,2,2,0,0,0,0,0
104,-111,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0
105,-83,0,0,0,0,0,58,0,0,0,0,0,7,21,0,10,9,29,0,0,0,3,0,0,0,0,0,0,0,0,0
106,-44,0,0,0,2,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,-241,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0
108,-14,1,3,0,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,-42,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0
110,-134,0,0,8,0,0,0,0,0,0,18,0,16,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,-250,22,12,0,0,0,0,3,0,6,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,-25,0,0,45,0,9,0,0,0,5,8,6,7,3,0,11,12,8,14,16,4,0,0,3,9,8,4,4,0,0,0
113,-6,0,0,0,4,0,0,7,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
114,-7,0,0,0,0,0,0,0,9,0,0,0,0,0,42,0,0,6,0,12,11,0,0,0,0,0,0,0,0,0,0
115,-13,10,0,5,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
116,-12,0,13,0,0,0,0,0,0,14,0,1,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0
117,-94,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,-26,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,-238,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,-14,2,41,0,0,0,0,4,21,0,0,3,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
121,-62,7,17,5,15,0,0,0,0,0,5,3,0,4,0,9,2,4,4,0,2,4,0,2,5,0,0,0,0,0,0
122,-26,0,25,0,13,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
123,-28,0,2,0,21,0,14,16,0,30,10,0,13,7,2,10,0,3,10,3,1,4,0,0,0,0,0,0,0,0,0
124,-160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0
126,-242,3,1,7,12,13,0,0,26,0,3,0,3,1,5,5,0,3,18,0,23,11,0,1,1,2,0,0,7,0,0
127,-246,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0
128,-122,0,0,0,0,5,0,3,0,0,27,13,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0
129,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
130,-40,5,0,0,1,6,7,0,0,5,7,12,0,5,10,1,4,0,8,2,19,0,0,0,0,0,0,0,0,0,0
131,-42,0,0,2,1,3,0,1,0,3,0,0,18,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,-126,0,0,3,0,0,11,0,1,0,4,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
134,-7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,-63,0,0,0,16,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,0,28,6,0,0,18,0,0,0
136,-60,0,0,0,10,0,0,0,0,0,0,0,0,3,36,0,0,0,2,5,0,7,0,65,5,0,0,0,0,0,0
137,-31,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
138,-60,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0
139,-238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,-64,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0
141,-249,0,0,0,0,0,0,76,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,-61,0,6,2,10,0,0,0,2,25,0,0,0,0,0,0,0,48,0,0,16,0,0,5,10,0,3,0,0,0,0
143,-117,0,6,0,0,0,0,0,27,4,0,0,2,0,0,22,4,0,0,0,0,11,4,1,0,0,0,0,0,0,0
144,-10,0,0,0,0,0,0,18,2,13,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
145,-30,0,0,0,0,5,0,3,4,0,0,0,3,0,24,19,1,0,0,0,0,0,7,19,0,0,0,0,0,0,0
146,-164,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,-77,2,10,0,0,3,0,0,3,0,17,4,3,0,0,0,0,0,2,13,14,38,0,0,0,0,0,0,0,0,0
148,-248,0,0,0,16,0,23,5,0,11,1,18,0,8,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,-108,0,6,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,-6,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,0,0,0,0
151,-31,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,32,0,0,0,0,6,13,0,0,0,0,0,0,0
152,-47,4,0,0,0,0,0,0,30,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,-109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,-28,0,0,0,0,0,11,0,0,7,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
156,-21,0,2,3,0,11,0,0,0,13,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,-164,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
158,-249,0,0,0,0,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,-139,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,-155,6,9,2,51,6,0,7,3,20,6,6,0,25,0,0,11,2,0,24,7,17,0,12,0,0,0,0,0,0,0
161,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,-36,14,0,17,0,0,0,0,21,2,6,0,4,8,5,0,0,18,52,0,0,0,0,0,0,0,0,0,0,0,0
163,-263,0,0,0,0,19,0,0,7,14,0,5,0,0,2,2,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0
164,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
165,-62,3,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,-29,7,0,3,0,1,0,0,22,2,0,2,0,20,29,0,1,0,0,3,0,0,0,0,39,17,0,35,0,9,0
169,-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,-5,8,0,0,0,0,0,5,11,0,0,3,5,16,0,11,0,14,2,8,6,0,0,6,0,0,0,0,0,0,0
171,-30,0,0,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,-60,4,0,0,11,0,0,12,0,0,0,1,1,0,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0
173,-57,0,0,0,4,0,4,0,0,0,2,22,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
174,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,-94,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,0,0,0
176,-7,0,0,0,0,5,0,0,0,22,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
178,-38,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,-7,0,0,8,0,0,13,17,0,0,0,12,0,27,0,8,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0
180,-60,0,0,13,19,0,1,0,2,0,4,2,0,2,1,5,0,12,7,2,0,8,19,23,12,12,24,8,0,0,0
181,-78,0,0,4,0,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0
182,-15,0,33,0,0,0,12,0,0,0,7,3,0,0,18,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
183,-77,0,0,0,0,0,51,6,0,0,0,6,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0
184,-553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,-27,0,25,13,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,3,0,2,0,0,0,0,0,0,0
186,-10,4,0,6,2,14,0,14,0,8,21,34,0,0,0,14,22,0,3,0,10,0,0,0,0,0,0,0,0,0,0
187,-160,0,0,0,5,0,3,0,4,0,0,0,0,0,11,0,0,14,0,55,0,6,3,0,0,0,0,0,0,0,0
188,-18,0,1,0,9,0,0,0,79,4,22,0,4,0,3,17,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0
189,-60,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0
190,-59,16,7,0,0,0,2,0,0,0,0,0,6,20,5,0,0,0,0,0,0,9,0,0,0,0,0,0,86,0,0
191,-247,3,2,7,0,0,0,0,0,0,0,0,0,0,17,3,0,4,0,29,0,0,0,0,0,0,0,11,0,0,0
192,-62,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,-33,0,0,0,0,0,20,0,8,0,2,0,0,6,0,0,0,17,0,3,0,5,0,0,0,0,0,0,0,0,0
194,-77,0,1,0,0,11,0,1,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,-62,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,-7,0,0,0,0,0,0,8,0,6,16,0,14,0,6,0,10,2,0,0,14,3,0,0,0,0,0,0,0,0,0
197,-259,0,0,0,100,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,-78,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,-26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,-94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0
201,-260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,-41,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
204,-35,0,0,0,0,35,2,64,0,22,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
205,-63,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,-60,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
208,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,-556,0,4,2,0,0,3,1,10,3,0,0,0,0,0,5,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0
210,-34,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
