customer_id,region,income,cupons,age
93,38,741,0,31
94,11,529,0,29
95,0,1908,5,26
96,43,3547,15,27
97,24,572,0,25
98,1,3633,15,30
99,2,2581,15,26
100,39,1479,0,20
101,28,4948,15,25
102,42,1333,0,26
103,6,3734,5,29
104,10,2289,10,27
105,47,816,0,29
106,19,1876,0,33
107,20,3193,15,27
108,24,5295,15,27
109,19,2513,10,30
110,49,2445,5,32
111,43,774,0,22
112,46,8504,15,25
113,39,6849,15,24
114,39,6099,15,28
115,24,1256,0,26
116,27,647,0,28
117,2,1779,10,28
118,3,1924,5,29
119,20,580,0,29
120,40,1144,5,24
121,21,2555,0,24
122,37,1791,0,28
123,37,2855,0,24
124,28,4179,15,28
125,37,3402,15,24
126,20,3451,5,27
127,43,1868,10,25
128,4,4024,15,26
129,27,1695,10,25
130,7,2105,0,25
131,7,3800,10,27
132,27,3258,15,27
133,1,795,0,27
134,0,1206,0,28
135,34,2723,5,28
136,23,2091,0,29
137,31,1062,0,27
138,18,4937,15,30
139,20,1439,10,36
140,41,744,0,32
141,43,752,5,27
142,41,1861,0,29
143,4,2114,0,25
144,32,518,0,29
145,31,1840,0,26
146,28,1650,5,30
147,48,2052,0,27
148,43,937,0,30
149,22,611,0,33
150,17,1322,0,31
151,25,582,0,25
152,15,512,0,31
153,15,810,10,32
154,22,873,5,29
155,31,1605,5,25
156,46,2446,10,24
157,28,1527,0,30
158,43,1046,5,32
159,30,4944,15,28
160,29,2532,0,26
161,16,3289,15,31
162,7,4798,15,24
163,5,2001,5,27
164,14,1100,5,28
165,18,1168,0,37
166,32,1429,10,29
167,11,2002,15,34
168,31,2181,5,24
169,3,4646,15,31
170,39,4737,15,25
171,25,1972,5,29
172,18,1226,0,23
173,26,1976,0,29
174,47,6919,15,25
175,2,1450,5,30
176,32,2064,10,24
177,33,8263,15,31
178,35,3227,10,25
179,38,588,0,22
180,8,883,0,26
181,9,4596,15,28
182,24,870,0,25
183,36,3474,15,27
184,6,549,5,29
185,31,3634,10,23
186,27,5931,15,26
187,28,3933,15,26
188,40,2851,0,32
189,34,9099,15,25
190,21,2613,10,24
191,43,2804,0,34
192,34,2027,5,30
193,31,2431,5,27
194,9,4305,15,32
195,41,12405,15,26
196,32,945,0,25
197,5,1185,5,28
198,9,3098,5,28
199,3,1233,10,28
200,2,743,0,29
201,5,3322,15,27
202,19,1395,5,30
203,11,1245,10,27
204,25,685,0,25
205,21,2216,5,29
206,41,2688,10,28
207,8,1064,5,27
208,34,544,5,29
209,6,1089,0,25
210,25,2525,15,24
211,36,1654,0,35
212,12,2569,5,30
213,16,4412,5,33
214,26,851,5,29
215,10,2351,5,27
216,5,1639,5,30
217,9,1234,0,27
218,17,1431,5,32
219,31,7498,15,29
220,22,3278,15,26
221,31,1796,5,28
222,15,3964,10,26
223,15,801,0,29
224,3,3706,15,30
225,8,7559,15,36
226,45,1248,0,29
227,6,3592,15,26
228,0,748,0,25
229,4,3168,5,21
230,20,1651,5,28
231,15,1514,10,27
232,10,1427,0,29
233,30,599,0,28
234,19,5231,15,23
235,47,899,0,26
236,49,2486,10,29
237,14,1434,5,30
238,37,629,0,32
239,38,624,0,24
240,46,1361,5,32
241,21,3788,5,32
242,1,2041,0,27
243,17,4033,15,33
244,12,3272,15,26
245,18,1971,5,27
246,29,2928,10,23
247,8,3888,0,33
248,28,528,0,28
249,27,1126,5,25
250,37,4626,15,26
251,10,3373,10,26
252,40,876,0,29
253,1,1242,5,27
254,31,665,0,26
255,8,730,0,28
256,15,1583,0,29
257,40,959,0,28
258,37,798,10,24
259,2,725,0,27
260,9,2882,10,29
261,36,811,0,23
262,0,2002,5,27
263,34,3300,15,23
264,5,6222,15,28
265,22,3737,15,32
266,32,3044,10,28
267,48,1863,0,31
268,49,2813,10,26
269,14,851,0,28
270,18,4367,15,25
271,23,1736,0,32
272,4,2183,0,31
273,20,3055,5,26
274,28,1091,0,23
275,22,1514,0,25
276,10,798,0,26
277,7,1489,5,36
278,0,662,0,26
279,19,790,0,28
280,35,2226,10,32
281,14,2121,0,28
282,36,6243,15,25
283,41,1674,5,27
284,22,1861,5,29
285,15,558,0,31
286,4,514,0,24
287,15,2812,15,34
288,6,3686,10,27
289,35,2310,10,28
290,37,3280,5,35
291,42,2553,15,25
292,28,829,0,28
293,48,1232,5,32
294,0,4493,10,31
295,30,700,0,26
296,33,2778,5,30
297,21,1457,0,26
298,35,2032,10,31
299,3,3009,15,27
300,44,2601,10,27
301,25,2738,15,25
302,34,2446,0,35
303,36,1540,15,26
304,17,631,0,29
305,42,2199,15,30
306,12,580,0,31
307,26,4609,15,29
308,46,745,0,27
309,20,3985,10,24
310,39,2921,5,30
311,18,1511,10,33
312,37,623,0,25
313,10,630,5,24
314,25,1324,5,27
315,4,1836,0,34
316,42,2377,5,30
317,4,1281,0,29
318,46,2884,10,29
319,15,3507,15,29
320,40,3601,15,31
321,7,858,0,26
322,22,2149,5,32
323,2,5949,15,24
324,46,3614,5,25
325,44,2396,15,32
326,21,1001,0,32
327,10,937,0,31
328,8,988,0,27
329,46,2747,10,27
330,33,1270,0,26
331,7,1595,0,30
332,32,2429,5,28
333,8,5339,15,31
334,5,3357,15,28
335,10,2440,5,30
336,9,4566,15,33
337,7,3729,15,30
338,19,1780,0,31
339,4,1356,0,28
340,9,964,0,33
341,36,1644,0,27
342,30,6459,15,29
343,28,8237,15,33
344,42,898,0,28
345,14,698,0,31
346,15,704,0,29
347,6,2301,5,34
348,23,1467,5,24
349,7,2205,10,24
350,4,1347,0,30
351,19,7028,15,29
352,37,773,5,25
353,29,698,0,27
354,29,2316,10,29
355,8,1755,0,26
356,8,3689,15,26
357,5,1980,5,25
358,21,7640,15,28
359,49,1268,0,27
360,37,3138,5,32
361,5,1435,0,27
362,29,611,0,25
363,30,881,0,24
364,26,2018,5,31
365,14,1025,0,25
366,9,1197,0,28
367,29,1551,0,27
368,34,1662,5,31
369,24,1962,0,30
370,28,1918,10,29
371,48,813,0,29
372,29,2777,0,28
373,14,3324,10,33
374,18,4369,10,24
375,14,4050,5,30
376,45,1516,15,23
377,9,1106,5,33
378,31,12226,15,29
379,38,1111,0,29
380,35,671,0,29
381,36,2664,10,30
382,10,2994,15,21
383,2,2451,15,21
384,42,2774,10,27
385,23,1449,0,28
386,7,943,0,22
387,38,1259,0,29
388,46,859,0,29
389,6,1101,0,35
390,42,1975,5,31
391,24,664,0,28
392,14,2721,5,25
393,14,4423,15,28
394,3,2132,10,26
395,34,1486,0,26
396,34,2453,10,30
397,21,509,0,28
398,31,9107,15,28
399,45,4227,15,31
400,42,2045,15,29
401,1,4264,15,36
402,7,840,0,26
403,41,1729,0,33
404,6,1461,0,27
405,25,2950,0,29
406,6,718,0,27
407,30,908,0,32
408,5,2046,5,29
409,41,2859,15,31
410,16,6096,15,28
411,27,639,0,25
412,21,2696,10,27
413,0,2513,0,27
414,34,4082,15,32
415,12,2555,15,31
416,10,1408,0,25
417,0,5249,10,25
418,15,4583,10,30
419,19,1478,5,27
420,34,1970,5,32
421,38,1018,0,30
422,22,1654,0,34
423,16,3204,15,32
424,36,982,0,28
425,26,540,0,31
426,35,1403,10,30
427,48,3300,15,27
428,9,1065,0,27
429,45,1290,0,34
430,2,1899,0,25
431,44,1692,0,28
432,41,1177,0,32
433,26,1996,0,29
434,41,606,0,29
435,48,8214,15,26
436,16,2114,10,25
437,22,1086,0,27
438,43,7072,15,33
439,38,2232,5,29
440,49,3541,5,26
441,17,2895,10,25
442,16,765,0,28
443,46,3008,5,27
444,12,4757,15,27
445,37,2118,10,26
446,35,1766,0,28
447,20,971,0,31
448,42,787,5,28
449,22,3894,15,24
450,46,714,0,28
451,43,510,0,26
452,16,1304,0,28
453,41,2129,5,27
454,3,10116,15,29
455,35,3966,15,33
456,9,1006,0,31
457,29,896,0,27
458,24,3338,10,26
459,7,1401,10,30
460,46,1837,0,30
461,3,682,0,24
462,30,7146,15,24
463,47,759,0,28
464,12,2500,5,26
465,40,3846,15,30
466,31,4248,15,25
467,18,1583,0,27
468,2,2845,15,23
469,2,2571,5,28
470,3,1311,5,31
471,32,6565,15,30
472,16,922,0,29
473,32,3462,15,26
474,16,653,0,32
475,7,1040,0,29
476,24,2200,0,26
477,14,976,0,34
478,20,667,0,33
479,37,6105,15,30
480,24,1678,5,27
481,15,1805,0,25
482,7,3113,5,34
483,2,5637,15,27
484,23,896,0,27
485,47,1723,0,26
486,16,4261,0,26
487,23,2316,15,29
488,27,6198,15,24
489,6,1920,10,26
490,25,6532,15,32
491,2,1755,10,27
492,18,846,0,24
493,14,3530,15,26
494,28,3076,5,23
495,47,2073,10,23
496,28,1061,0,30
497,22,3410,15,29
498,39,8816,15,30
499,32,1527,0,26
500,49,751,0,27
501,15,1123,0,28
502,1,8709,15,30
503,35,3204,15,25
504,8,2309,5,35
505,18,5457,15,25
506,21,762,0,30
507,2,565,0,29
508,11,4562,15,32
509,37,5747,15,31
510,28,1313,0,31
511,44,1214,0,25
512,21,1539,0,27
513,17,883,0,30
514,18,2967,10,25
515,21,5406,15,32
516,44,1929,5,30
517,30,2800,10,31
518,40,2174,5,28
519,44,3456,15,25
520,23,2536,10,29
521,22,4422,15,25
522,47,910,0,25
523,43,1610,10,29
524,27,918,10,29
525,38,784,5,32
526,35,3208,5,27
527,0,723,5,30
528,20,2151,10,35
529,35,1453,0,31
530,20,3090,10,29
531,14,1712,15,27
532,14,2049,0,25
533,33,2756,10,23
534,6,3927,15,24
535,33,1399,0,26
536,39,1880,5,28
537,21,1271,0,28
538,3,3789,10,30
539,20,1357,0,28
540,4,2128,15,31
541,3,1263,5,28
542,3,2187,5,28
543,38,813,0,27
544,46,1231,0,31
545,6,822,0,23
546,5,8525,15,31
547,32,1239,0,25
548,2,699,0,30
549,45,10470,15,28
550,46,4104,10,26
551,47,1134,0,26
552,43,1057,0,25
553,35,2286,5,24
554,26,987,0,27
555,44,8558,15,26
556,6,798,10,23
557,44,1677,0,25
558,1,5167,15,29
559,39,5990,15,26
560,32,853,0,25
561,15,3914,15,35
562,22,2097,10,24
563,21,1587,10,28
564,43,1797,10,23
565,33,961,0,27
566,19,940,0,30
567,6,7012,15,26
568,19,2072,15,24
569,24,5061,15,26
570,15,1903,15,27
571,2,838,10,32
572,10,648,0,32
573,21,8741,15,27
574,36,1530,0,32
575,5,4041,15,25
576,22,557,0,33
577,17,7467,15,28
578,39,1544,5,28
579,31,2513,10,26
580,5,532,0,28
581,26,926,0,28
582,38,4726,15,37
583,39,1602,0,25
584,44,1139,0,24
585,35,2865,0,26
586,29,2501,10,26
587,6,1664,5,29
588,21,1062,0,28
589,44,2830,15,26
590,39,2559,0,39
591,38,3511,10,31
592,16,2234,5,26
593,48,3345,10,24
594,36,2393,10,25
595,13,1163,0,25
596,10,1332,0,30
597,12,4311,15,27
598,19,1546,5,31
599,4,514,0,23
600,27,2069,5,25
601,21,3304,15,26
602,44,1034,0,26
603,22,805,0,28
604,38,11135,15,25
605,4,1638,0,25
606,27,9431,15,28
607,36,2970,15,22
608,15,2174,0,30
609,39,5384,15,28
610,46,819,0,29
611,3,624,0,30
612,10,1372,5,28
613,3,656,5,32
614,36,592,0,26
615,43,2403,0,33
616,21,1244,0,25
617,20,3027,5,30
618,45,545,0,33
619,17,736,5,29
620,12,4017,5,31
621,45,774,0,22
622,42,4312,15,27
623,31,6419,15,30
624,1,529,0,31
625,1,625,0,26
626,7,974,0,28
627,11,3334,10,31
628,33,3278,10,27
629,22,3607,15,26
630,19,4822,15,22
631,21,757,0,31
632,4,3596,15,28
633,5,2990,15,24
634,27,764,5,23
635,40,2249,0,28
636,39,4268,5,25
637,37,2410,0,29
638,12,554,0,26
639,5,1121,0,27
640,28,1857,0,35
641,0,2716,10,29
642,27,6464,15,33
643,40,3580,15,34
644,28,1005,5,29
645,18,683,0,25
646,33,2494,10,30
647,42,4488,15,28
648,3,648,0,26
649,49,5858,15,23
650,26,1535,0,28
651,36,1283,0,25
652,36,1333,0,31
653,14,2369,5,26
654,7,4795,10,28
655,12,682,0,24
656,40,3180,15,25
657,32,556,0,29
658,22,6990,15,26
659,16,8204,15,35
660,2,2019,10,25
661,3,2335,5,26
662,42,5610,15,27
663,17,708,0,31
664,28,1873,5,28
665,10,740,0,28
666,19,5151,15,26
667,4,3545,10,20
668,24,2451,5,26
669,22,889,0,25
670,31,2297,0,28
671,35,956,0,30
672,37,8045,15,23
673,24,1328,5,27
674,2,6457,15,33
675,13,1316,0,25
676,42,1429,5,29
677,15,2444,10,28
678,5,3891,15,24
679,2,1832,5,33
680,18,2845,5,33
681,16,1619,15,25
682,13,593,0,31
683,28,3567,15,25
684,14,989,0,30
685,23,5342,15,27
686,6,2681,15,28
687,7,4463,15,31
688,46,2281,5,33
689,44,991,0,28
690,36,3844,15,28
691,31,834,5,25
692,6,576,0,22
693,9,3513,5,28
694,36,2681,10,29
695,13,7214,15,26
696,47,802,0,29
697,12,3102,10,30
698,27,4350,15,26
699,27,3704,5,25
700,49,2256,10,28
701,41,1775,5,34
702,3,858,0,32
703,14,707,0,32
704,38,527,0,37
705,35,3099,5,32
706,7,1681,10,23
707,40,4324,10,24
708,38,1858,5,27
709,41,1853,0,25
710,4,1540,0,33
711,44,558,0,29
712,46,4655,15,29
713,1,605,0,24
714,47,4916,15,25
715,42,4552,15,27
716,3,2454,0,34
717,20,4437,15,24
718,18,4635,15,29
719,0,4002,10,32
720,40,2690,10,26
721,10,791,0,26
722,40,522,0,24
723,12,2267,10,24
724,39,3610,15,31
725,37,1794,5,29
726,47,879,5,25
727,13,2994,15,22
728,38,1425,0,29
729,14,4851,15,28
730,13,3263,5,25
731,9,879,0,25
732,8,8135,15,31
733,34,962,0,29
734,33,2634,5,23
735,12,682,0,31
736,9,787,0,23
737,14,3248,10,29
738,7,1493,0,25
739,22,5371,15,28
740,43,5388,15,30
741,44,1965,10,31
742,47,5792,15,31
743,45,757,0,32
744,34,2407,0,25
745,21,2050,0,27
746,8,774,0,28
747,8,755,0,25
748,10,3565,10,31
749,48,1793,0,28
750,41,1421,0,26
751,38,1315,0,31
752,6,2539,0,28
753,16,1026,0,35
754,33,683,5,26
755,5,4024,15,28
756,34,6161,15,30
757,45,570,0,28
758,25,2000,0,29
759,24,2283,0,23
760,30,4478,15,27
761,13,641,0,26
762,14,2175,10,29
763,20,1661,15,27
764,36,657,0,27
765,16,1306,10,24
766,32,3584,15,32
767,29,7288,15,24
768,21,3075,10,30
769,12,728,0,29
770,33,3925,10,24
771,41,862,0,25
772,43,3168,15,28
773,31,3337,10,29
774,9,3152,5,28
775,17,1299,0,32
776,28,1036,15,31
777,38,1006,5,28
778,13,8334,15,29
779,34,1496,5,28
780,11,3461,10,27
781,13,1989,0,32
782,26,4664,15,26
783,35,1880,5,33
784,9,562,0,24
785,25,4205,15,29
786,37,508,0,29
787,47,2158,0,23
788,42,5169,15,27
789,48,5596,15,31
790,21,3824,5,32
791,4,2318,15,23
792,8,2264,10,27
793,31,5101,15,27
794,2,2715,10,28
795,42,3031,0,26
796,47,839,0,25
797,16,4339,15,28
798,27,4604,15,26
799,31,2889,5,29
800,3,3201,15,27
801,5,3508,10,30
802,35,4476,15,30
803,13,1851,0,28
804,13,1599,0,27
805,43,3358,10,29
806,30,1322,0,33
807,14,2861,10,25
808,5,13979,15,29
809,27,3180,10,30
810,8,2132,5,26
811,14,2303,0,26
812,37,2783,10,32
813,14,1566,5,29
814,42,2217,10,30
815,42,739,0,30
816,18,4627,15,27
817,9,742,0,31
818,4,1866,0,30
819,16,845,0,28
820,21,1043,0,31
821,9,1788,10,28
822,42,733,0,28
823,29,2242,10,26
824,5,3777,15,21
825,43,2492,0,25
826,43,3002,5,32
827,17,7378,15,25
828,13,2125,0,29
829,6,1629,0,24
830,35,4470,15,28
831,24,2213,5,24
832,16,2666,5,29
833,21,3329,5,22
834,48,745,5,24
835,38,1059,0,28
836,2,3345,15,32
837,7,1631,10,27
838,32,2387,10,30
839,38,5370,15,25
840,42,846,0,25
841,22,1486,0,29
842,31,4446,15,27
843,11,842,0,29
844,1,3151,15,26
845,22,2712,10,24
846,19,3344,15,27
847,23,966,5,35
848,25,543,5,32
849,1,6040,15,28
850,35,4066,15,30
851,3,1449,0,27
852,8,2172,10,24
853,31,3219,15,32
854,11,1873,5,25
855,32,6882,15,29
856,5,7543,15,28
857,5,940,0,27
858,5,2397,10,25
859,5,1336,0,31
860,22,2069,10,26
861,41,1847,0,26
862,26,4597,15,31
863,8,1567,0,28
864,2,726,0,28
865,44,1248,0,27
866,35,1734,15,28
867,32,633,0,26
868,28,1355,5,33
869,20,927,0,28
870,29,6270,15,26
871,0,1405,5,27
872,36,2091,10,27
873,16,932,5,25
874,34,6470,15,28
875,31,2662,10,36
876,4,549,0,29
877,45,1143,5,28
878,32,1688,0,31
879,0,2261,5,24
880,45,1426,0,24
881,16,1852,5,23
882,32,1159,0,24
883,34,3600,15,26
884,37,790,5,23
885,0,2763,10,26
886,38,545,5,28
887,12,2995,5,25
888,35,967,5,32
889,27,1761,5,28
890,6,2066,10,26
891,28,2149,10,23
892,8,2667,10,28
893,8,2125,5,28
894,16,1259,5,26
895,48,3298,10,26
896,46,3850,10,24
897,33,600,5,26
898,1,2117,10,29
899,41,547,0,30
900,24,543,0,29
901,4,6717,15,34
902,47,738,0,20
903,16,4769,15,28
904,1,2474,5,33
905,49,3204,5,30
906,28,5468,15,26
907,19,4371,15,26
908,40,3551,5,29
909,33,6571,15,25
910,9,1813,10,26
911,26,751,0,31
912,47,2899,15,23
913,47,1370,0,23
914,12,650,0,30
915,2,5817,15,26
916,49,5987,15,25
917,26,879,0,27
918,31,943,0,29
919,30,940,5,27
920,0,10237,15,22
921,42,5018,15,24
922,44,3150,10,32
923,46,2184,10,29
924,17,1851,5,29
925,10,2131,5,36
926,3,3984,10,30
927,37,847,0,26
928,19,1291,5,30
929,20,780,10,29
930,16,1832,10,29
931,49,732,0,27
932,24,2614,5,33
933,30,2325,0,31
934,37,702,0,27
935,16,646,0,23
936,5,847,0,30
937,42,3856,5,25
938,48,905,0,30
939,29,1284,10,24
940,38,3087,10,25
941,43,1416,5,25
942,27,2995,10,31
943,16,1601,5,25
944,40,3754,15,27
945,1,2898,0,25
946,23,2458,5,28
947,2,559,0,25
948,19,848,5,27
949,43,1570,5,27
950,39,2334,5,30
951,43,2987,5,27
952,34,4049,15,27
953,21,1414,0,29
954,5,1145,0,29
955,24,2462,5,31
956,49,2823,10,23
957,39,1373,0,30
958,9,4858,15,30
959,41,1176,0,26
960,9,2393,0,23
961,15,2757,10,27
962,49,9551,15,23
963,19,911,0,29
964,1,1125,0,29
965,16,4295,10,32
966,1,1253,0,29
967,43,1152,5,23
968,40,786,10,22
969,31,535,0,25
970,23,585,5,27
971,49,2050,5,26
972,0,7908,15,33
973,9,6884,15,27
974,12,1360,10,25
975,43,728,0,26
976,34,4531,10,30
977,29,1215,0,27
978,44,3923,10,22
979,23,615,0,28
980,11,2149,5,22
981,38,593,0,26
982,5,1596,0,24
983,15,4843,5,25
984,28,850,5,32
985,38,7544,15,33
986,17,2553,5,32
987,48,2117,0,28
988,27,807,5,27
989,28,1258,5,31
990,27,5093,15,27
991,41,1556,5,24
992,22,1269,0,26
993,11,2990,5,25
994,27,3628,10,23
995,20,822,0,31
996,7,3435,10,27
997,17,1153,0,24
998,19,764,0,26
999,9,2869,0,30
1000,39,3592,15,29
1001,26,593,5,36
1002,6,2052,5,21
1003,11,2316,0,27
1004,0,3513,10,28
1005,8,6265,15,32
1006,19,1360,5,28
1007,44,1030,0,26
1008,23,667,0,28
1009,4,3735,15,27
1010,32,2264,10,32
1011,26,1696,10,27
1012,46,6057,15,30
1013,37,4968,15,26
1014,39,4018,15,32
1015,22,3995,10,29
1016,46,925,0,34
1017,11,1486,0,25
1018,35,2076,15,30
1019,37,805,0,21
1020,15,1057,5,31
1021,18,8098,15,25
1022,42,1338,5,25
1023,36,1138,0,31
1024,22,551,0,32
1025,22,608,0,23
1026,34,1401,0,30
1027,24,5203,15,30
1028,0,567,0,27
1029,3,1024,5,28
1030,25,2123,5,25
1031,1,3254,5,29
1032,26,2156,10,27
1033,13,1749,5,27
1034,46,746,0,25
1035,18,2516,15,32
1036,28,591,0,28
1037,8,2825,10,29
1038,35,5811,10,29
1039,36,2998,15,27
1040,2,990,0,28
1041,29,5832,15,29
1042,20,666,0,31
1043,40,2865,10,30
1044,13,3565,10,30
1045,11,6631,15,30
1046,0,1890,5,25
1047,7,7573,15,29
1048,38,9414,15,26
1049,7,984,0,27
1050,3,3620,15,31
1051,20,2972,10,32
1052,37,4331,15,25
1053,4,3779,10,23
1054,23,1946,10,28
1055,22,652,0,28
1056,7,1233,0,26
1057,8,1247,0,26
1058,35,5062,15,29
1059,42,5360,15,26
1060,14,10767,15,32
1061,3,1716,5,29
1062,21,929,0,32
1063,5,1980,10,31
1064,14,3356,0,25
1065,40,6335,15,29
1066,23,1445,0,25
1067,45,2091,10,21
1068,36,834,0,32
1069,29,1116,0,24
1070,16,1037,0,36
1071,32,1350,0,26
1072,18,3474,15,26
1073,42,1621,5,24
1074,27,6918,15,31
1075,29,1622,0,27
1076,49,3194,0,30
1077,48,1999,0,35
1078,29,1850,10,33
1079,36,1893,10,29
1080,15,6278,15,27
1081,10,5306,15,25
1082,14,889,0,26
1083,28,1372,5,28
1084,19,2328,5,26
1085,41,1233,0,31
1086,46,10059,15,30
1087,45,2940,10,27
1088,23,2630,10,25
1089,49,975,0,31
1090,17,1806,0,27
1091,28,733,0,27
1092,6,1467,5,30
1093,32,1009,0,28
1094,18,1868,5,29
1095,8,681,5,28
1096,40,677,0,31
1097,33,784,0,24
1098,31,6158,15,29
1099,1,844,5,34
1100,7,2286,15,28
1101,32,867,0,26
1102,20,2652,15,33
1103,24,2217,10,25
1104,44,3125,5,38
1105,10,2033,0,27
1106,28,3315,15,29
1107,45,1031,0,29
1108,44,737,0,27
1109,43,1572,5,34
1110,37,1527,0,25
1111,28,2647,10,30
1112,15,1550,5,35
1113,30,770,5,32
1114,14,1096,0,29
1115,30,3173,10,27
1116,1,552,0,29
1117,43,514,0,27
1118,27,1322,0,27
1119,44,550,0,25
1120,10,10394,15,26
1121,0,5323,10,28
1122,23,536,5,28
1123,2,6335,15,26
1124,5,659,0,27
1125,3,2036,5,25
1126,9,1558,5,24
1127,35,2151,5,29
1128,11,3239,15,23
1129,3,895,0,28
1130,49,519,0,30
1131,15,884,0,27
1132,40,9308,15,31
1133,34,4369,15,25
1134,42,5004,15,26
1135,39,7610,15,31
1136,35,5303,15,32
1137,20,1433,0,30
1138,26,1970,10,24
1139,15,814,0,25
1140,22,3062,10,27
1141,31,691,0,28
1142,37,1981,10,27
1143,21,5597,10,28
1144,13,1083,0,27
1145,6,776,0,26
1146,21,2426,10,24
1147,10,7177,15,27
1148,7,2030,0,28
1149,24,3533,0,24
1150,40,872,0,35
1151,17,3498,15,30
1152,8,955,0,35
1153,15,6275,15,31
1154,9,1234,0,29
1155,9,3806,5,27
1156,24,1952,5,31
1157,16,5478,15,23
1158,17,1119,0,26
1159,13,1669,5,32
1160,47,4040,15,26
1161,1,636,0,23
1162,49,1512,0,26
1163,43,1711,0,28
1164,48,1889,10,27
1165,23,1351,5,31
1166,8,2385,15,32
1167,34,4391,15,29
1168,15,1749,0,29
1169,22,1187,0,30
1170,30,1458,5,27
1171,48,1091,0,31
1172,25,676,0,27
1173,4,3831,15,29
1174,17,2768,0,25
1175,2,970,0,23
1176,45,1219,5,25
1177,36,1516,5,25
1178,9,2097,0,33
1179,32,2477,5,23
1180,10,547,0,27
1181,5,525,5,25
1182,49,844,0,28
1183,18,2571,10,25
1184,2,5028,15,21
1185,7,4081,15,27
1186,21,1482,5,28
1187,38,541,0,25
1188,33,3771,15,24
1189,13,3905,15,26
1190,46,1209,10,25
1191,23,2207,5,28
1192,23,2410,5,28
1193,39,2696,10,29
1194,39,3713,15,27
1195,13,836,0,27
1196,24,945,0,30
1197,38,546,0,24
1198,45,1697,0,28
1199,37,3605,5,24
1200,29,2096,0,26
1201,45,962,5,25
1202,41,1448,0,27
1203,30,1957,10,32
1204,26,1193,0,28
1205,46,2225,5,30
1206,14,1969,0,25
1207,29,1117,0,28
1208,21,701,0,25
1209,4,1793,0,25
1210,42,787,0,23
1211,16,2392,5,28
1212,42,2054,15,23
1213,26,2164,5,23
1214,2,2376,5,25
1215,6,1052,0,26
1216,7,6189,15,33
1217,30,1387,0,25
1218,26,1574,5,25
1219,41,1134,5,31
1220,12,2076,5,28
1221,31,3715,10,28
1222,7,563,0,29
1223,35,1091,0,31
1224,45,3538,15,28
1225,17,1801,5,27
1226,23,662,0,26
1227,25,862,0,27
1228,19,2735,0,34
1229,22,706,0,27
1230,9,2394,10,33
1231,10,1557,5,27
1232,4,1588,0,29
1233,15,624,0,30
1234,27,4600,15,24
1235,27,679,0,25
1236,5,901,0,28
1237,46,1753,0,31
1238,39,8697,15,25
1239,28,4872,15,35
1240,34,5226,15,27
1241,28,1525,0,27
1242,38,1688,0,32
1243,25,521,0,25
1244,8,1103,0,27
1245,11,693,0,29
1246,6,2094,10,30
1247,31,1070,0,30
1248,4,672,0,27
1249,32,2083,10,29
1250,37,1417,5,26
1251,15,3907,15,35
1252,20,1711,10,26
1253,28,1347,0,25
1254,45,2742,0,31
1255,11,1182,0,32
1256,45,2925,5,26
1257,40,771,0,23
1258,25,860,10,22
1259,47,582,0,31
1260,32,1802,0,21
1261,24,2542,5,29
1262,30,1647,0,31
1263,44,1130,0,36
1264,36,2378,10,26
1265,6,2152,10,31
1266,2,958,0,29
1267,4,2925,0,24
1268,43,1272,0,27
1269,17,1070,0,32
1270,22,1601,0,32
1271,8,593,0,29
