payments,email,opened,agreement,credit_limit,risk_score
700,0,0.0,0.0,1117.3906186366921,0.4980727514517544
730,1,1.0,1.0,1263.282080444592,0.5358852212287426
710,0,0.0,0.0,1011.709206164866,0.47207520810752457
630,1,1.0,0.0,1131.9243959332807,0.48185810719402244
830,0,0.0,0.0,1925.234547790023,0.6208532621105666
620,1,1.0,0.0,802.668760223599,0.4058970651233805
720,0,0.0,0.0,2116.229601940552,0.6317391602422557
810,0,0.0,0.0,2099.233660407823,0.6339040913989294
720,0,0.0,0.0,1811.712003248437,0.6098662254822266
680,0,0.0,0.0,1177.2094594966488,0.4929500260498625
710,1,0.0,0.0,1579.8158027400723,0.5710445078956682
580,0,0.0,0.0,1025.7675751110653,0.45085395303341774
570,1,0.0,0.0,822.7294206947389,0.4084423118880464
740,0,0.0,0.0,1619.8856082842428,0.5727284700104038
480,1,0.0,0.0,518.4466874003101,0.3263136185249191
700,1,0.0,0.0,716.5732446569664,0.3782932264488971
560,0,0.0,0.0,1148.3035433701605,0.4882732256091066
720,0,0.0,0.0,1493.5961149261548,0.5610623925689425
650,1,1.0,0.0,1124.1948689519709,0.47845256278465775
660,0,0.0,0.0,1201.3494980306643,0.5135715053510003
490,1,1.0,1.0,683.8913870630697,0.3584311276399915
650,1,0.0,0.0,719.8718931973244,0.3745995461858972
540,1,0.0,0.0,1289.1488044328953,0.5336470517432031
490,0,0.0,0.0,1296.6921723456821,0.5398409490859415
570,0,0.0,0.0,618.7870663338039,0.3512527779248437
570,0,0.0,0.0,1001.5620360726862,0.4535679904448337
930,0,0.0,0.0,2190.154684790984,0.6376308956774477
830,0,0.0,0.0,2422.735304065039,0.6719171948326197
640,1,0.0,0.0,1095.392625159604,0.4619094387831132
580,0,0.0,0.0,878.030237754513,0.41235338016671597
620,1,0.0,0.0,1041.4512781890442,0.4903257154938241
560,0,0.0,0.0,577.7604817745049,0.32927588227010046
610,0,0.0,0.0,1048.5603471950265,0.4661403047714717
510,0,0.0,0.0,518.6674302702446,0.3146539150267144
450,0,0.0,0.0,590.3136657297055,0.34280879141506854
600,0,0.0,0.0,1156.021343775775,0.49289870999807395
860,1,0.0,0.0,1606.9141236956652,0.6012662524183026
860,0,0.0,0.0,1764.4092888100286,0.6081161636992611
770,1,1.0,0.0,1526.1934725524698,0.5624801106153856
680,0,0.0,0.0,1153.6185188242198,0.49007099329307524
700,1,1.0,1.0,1352.316254808103,0.5304026865118242
760,1,1.0,1.0,1228.5862948072565,0.5090433813062629
810,1,1.0,0.0,2422.6428813643884,0.6779044138114423
680,1,1.0,1.0,1725.8520811921874,0.5932711083333368
520,1,0.0,0.0,732.4322961053466,0.38916445356516816
520,0,0.0,0.0,1734.900820072895,0.5918309263486604
910,1,1.0,1.0,2230.6796883738984,0.6609616383280015
660,0,0.0,0.0,855.1802215266349,0.4187985961750779
590,1,1.0,1.0,1060.1798363046023,0.48051000603203364
790,0,0.0,0.0,2417.0293952424518,0.6672435815870432
740,1,1.0,1.0,1214.4280447114072,0.5000022425521603
730,1,1.0,0.0,916.5747905643346,0.4415629967957905
720,0,0.0,0.0,1524.6582758087675,0.5634549249278962
670,1,1.0,0.0,972.7138548425767,0.45714466517723507
650,1,1.0,0.0,702.0905312436156,0.3820860130096307
710,1,0.0,0.0,1875.085397198729,0.6012564929819558
590,1,1.0,1.0,1337.8071971795696,0.529242688174302
670,1,0.0,0.0,1128.0139736104181,0.4800248038219553
700,1,0.0,0.0,1000.2509294280521,0.4619551634154085
640,0,0.0,0.0,1532.9899660662386,0.5663712455518499
650,1,1.0,1.0,1253.3169621425882,0.5189262514219691
670,0,0.0,0.0,1477.700532640489,0.5571748968056861
640,0,0.0,0.0,1158.1140108137336,0.47936357386744094
630,1,1.0,1.0,1089.2867043577146,0.4639271487775956
760,1,1.0,1.0,1420.812758074496,0.5530980011214602
630,0,0.0,0.0,1090.2707750712163,0.49403279962377283
700,1,1.0,1.0,1123.9399991637292,0.484865389574436
660,0,0.0,0.0,819.5191290568381,0.42103277175212195
590,1,0.0,0.0,1142.6685279872188,0.4867884188713978
620,1,0.0,0.0,746.619844282323,0.3708313243737003
600,0,0.0,0.0,417.5670011532814,0.2607990401078697
560,1,0.0,0.0,1162.9001419739714,0.4980088832185559
950,1,1.0,0.0,2230.0845391438615,0.6363682066264694
570,0,0.0,0.0,728.7610322329396,0.3754615925914656
570,0,0.0,0.0,251.4722775428643,0.17182858042302213
750,1,1.0,1.0,1016.7518577873125,0.4598719445285252
690,1,1.0,0.0,1673.2773841300798,0.5907686924169778
790,0,0.0,0.0,1987.018261730848,0.6292073530808413
590,1,0.0,0.0,1051.3788178497787,0.47572117686741666
650,0,0.0,0.0,1020.0101180927624,0.4605564661808635
640,1,0.0,0.0,1214.840130270527,0.508317909581424
670,0,0.0,0.0,969.824988057464,0.4568374400609216
530,0,0.0,0.0,1092.6057737429526,0.48481227679035765
880,0,0.0,0.0,2004.4067330998462,0.639566626222711
640,0,0.0,0.0,742.2114350225635,0.39420237963178706
740,0,0.0,0.0,1724.389649872756,0.5745338406189175
650,1,1.0,1.0,733.485100362007,0.3811395869906413
660,1,0.0,0.0,1431.3480330695284,0.5531103301455379
630,0,0.0,0.0,870.0140453592816,0.4262663745161708
690,1,1.0,0.0,1533.866669986241,0.5597453373576784
670,1,0.0,0.0,1007.8101179153464,0.46003716703152675
600,1,1.0,1.0,687.8680916580287,0.35975925614496834
820,1,1.0,0.0,1192.9484560942817,0.49784266874016714
560,1,1.0,0.0,1491.3194400337945,0.5625825995950151
610,0,0.0,0.0,991.5717669222435,0.45820964224520966
550,1,1.0,1.0,776.1906997579442,0.40066214124120514
800,1,0.0,0.0,1814.53033937821,0.608914580294249
680,0,0.0,0.0,2084.39405117027,0.6457339578272742
780,0,0.0,0.0,1463.7747816967903,0.549477006971759
620,1,1.0,1.0,756.8879325434916,0.38705149486530893
530,1,1.0,1.0,562.7368507515222,0.3177967742557723
830,1,1.0,0.0,1369.045188769921,0.5344238570994556
590,0,0.0,0.0,964.6563803510396,0.446191458957833
720,0,0.0,0.0,1244.1475785294883,0.5131764462831171
750,1,0.0,0.0,1318.6301110068953,0.516110174262039
510,0,0.0,0.0,448.7474563648674,0.2667052703341041
570,1,1.0,1.0,725.6916437850286,0.3838462689319976
560,0,0.0,0.0,1061.8497347908483,0.48095202343625193
720,0,0.0,0.0,1099.3830223447771,0.48528550412095706
710,0,0.0,0.0,1323.4064268186598,0.548354227550245
580,0,0.0,0.0,652.9634187208067,0.3590727520375939
860,1,0.0,0.0,1530.1550938082326,0.5555081867435964
640,0,0.0,0.0,982.0749760211164,0.45142630659154215
690,1,1.0,1.0,973.8389953696176,0.45251121510522524
630,0,0.0,0.0,795.0454478890086,0.39044656747385703
590,0,0.0,0.0,473.5688008093649,0.2847750952441999
600,1,1.0,0.0,966.0085179685054,0.4409733171069315
890,0,0.0,0.0,1965.2974637894083,0.6292147463660024
770,0,0.0,0.0,1780.8627142153582,0.5930846944499485
800,1,1.0,1.0,927.9578925563255,0.42784494387871025
530,0,0.0,0.0,839.7676395699187,0.40840150844288137
750,0,0.0,0.0,990.8902481567802,0.4451779466135191
650,0,0.0,0.0,1226.6474163383466,0.5111269449043833
610,0,0.0,0.0,1222.391004961215,0.5054211470983655
640,1,0.0,0.0,994.8622900225656,0.45501932426003594
600,1,0.0,0.0,1367.3636185697842,0.5243072762693316
590,1,1.0,1.0,740.6854868909599,0.3700614187157909
900,0,0.0,0.0,1445.026075233091,0.5543238911272531
540,1,1.0,1.0,552.3424154834729,0.30643013090394505
570,0,0.0,0.0,623.520407811274,0.32497821603642363
650,0,0.0,0.0,1095.7685715565342,0.46921713143420934
550,0,0.0,0.0,1052.9506041815278,0.4571160397971501
590,1,1.0,0.0,1761.2395758345997,0.5901235552344112
770,0,0.0,0.0,1465.327610273663,0.5467232116587726
790,1,1.0,0.0,1064.2106930336317,0.4463776308011994
550,0,0.0,0.0,998.7943144953316,0.4424905991494592
670,1,1.0,1.0,545.8877678791641,0.30544848987109297
820,0,0.0,0.0,2028.2515855165016,0.6284718370915121
600,0,0.0,0.0,669.1845392666419,0.3704851566075328
850,1,1.0,1.0,831.2097649398431,0.41561889629379517
730,0,0.0,0.0,1151.6391336188562,0.5067344542923701
550,0,0.0,0.0,753.6413116867784,0.3899968923528438
890,1,0.0,0.0,2629.634718362347,0.6773304472625441
610,0,0.0,0.0,1223.7707597957508,0.5034474902077125
560,1,1.0,0.0,1037.2544658020543,0.4772603715463191
690,1,0.0,0.0,1380.6874883455603,0.5435842139164136
560,1,1.0,0.0,926.3050376280349,0.42797456935157474
640,1,1.0,1.0,907.6867101636783,0.42626182473255525
540,0,0.0,0.0,620.2633840820131,0.36689822264095573
650,1,1.0,1.0,1023.9252770595148,0.4639612188048819
520,1,1.0,1.0,626.48444774745,0.3411747649067449
630,1,0.0,0.0,1853.8838639431815,0.6162763018227924
710,0,0.0,0.0,1204.4181096655307,0.4998808659618077
870,1,1.0,0.0,1990.8453424389697,0.6245507228883874
450,0,0.0,0.0,529.4636358299053,0.3123927551746104
550,0,0.0,0.0,692.8311961781258,0.35565010664252666
750,0,0.0,0.0,959.5175312920156,0.4311189085261953
510,1,1.0,1.0,418.2935795023225,0.2513248659814495
830,1,0.0,0.0,1783.1499602455622,0.5826438047424201
670,1,1.0,0.0,836.1360364780189,0.4065929108312916
700,0,0.0,0.0,1996.9621375209006,0.6120409726974666
530,1,1.0,1.0,764.3464965998974,0.40979500792250284
570,1,0.0,0.0,1029.6523168370954,0.45758308747683607
590,0,0.0,0.0,505.52020159928287,0.2828719110807028
720,1,0.0,0.0,1209.1965134476989,0.4835737950252075
670,1,1.0,1.0,1855.652856023374,0.6166184235080808
530,0,0.0,0.0,600.8116190442335,0.3232114626758088
760,1,0.0,0.0,1854.9074385663366,0.6121172633788
510,1,1.0,1.0,911.8993331683196,0.41638579390996944
500,1,1.0,0.0,887.6682452482376,0.4422212378511225
690,1,1.0,1.0,794.3464439326625,0.40226387018077897
730,0,0.0,0.0,1186.034971962707,0.4977402082823843
370,0,0.0,0.0,557.7907711063551,0.31525641003241306
780,1,1.0,1.0,2022.1342602536818,0.6265684188127258
540,1,0.0,0.0,639.6038149976459,0.34769057224388067
840,1,1.0,1.0,1630.7937183179781,0.5730327944737903
640,0,0.0,0.0,1333.4709500551044,0.5289002519900095
700,0,0.0,0.0,1201.3270487065768,0.5115543649309089
670,1,0.0,0.0,1265.5925274707533,0.5263416056088203
650,1,1.0,1.0,1041.3950957773927,0.457160711868289
860,1,0.0,0.0,1638.1990704153843,0.5693942889849357
660,1,1.0,1.0,772.3751451644397,0.4019493996379063
750,0,0.0,0.0,1868.343624142267,0.5965507569424204
660,1,1.0,1.0,1061.3050537742024,0.47041539611440597
580,1,1.0,1.0,1009.4019739094086,0.45502471780766185
580,0,0.0,0.0,863.9756099258909,0.4343195119086278
670,1,1.0,1.0,1151.5594766469342,0.4968586358330774
830,0,0.0,0.0,1838.6820806725955,0.5958183838319668
750,1,0.0,0.0,1231.9935637794465,0.5058127832576211
590,1,0.0,0.0,1066.526813082499,0.47700979158368606
810,0,0.0,0.0,2456.3336629208743,0.6678348604260217
590,1,1.0,1.0,1047.4058102721865,0.45795141343514845
700,0,0.0,0.0,2219.893865019159,0.6486159247896616
750,0,0.0,0.0,1349.1154729737784,0.5348136207743671
640,0,0.0,0.0,933.7604925090097,0.44163772269404156
580,0,0.0,0.0,897.9119662026576,0.4229975006243715
670,0,0.0,0.0,1669.0796892624685,0.5907794112828147
540,0,0.0,0.0,1018.3278655672174,0.4653678112067303
680,0,0.0,0.0,1502.1460584588972,0.5577314712085382
630,0,0.0,0.0,561.7701471875431,0.3101310750425224
610,0,0.0,0.0,1817.0915248359215,0.6010581427445834
580,0,0.0,0.0,752.8229216844439,0.39783822820456954
680,1,1.0,1.0,1537.0728033329738,0.571062480262042
730,0,0.0,0.0,1690.2313766605637,0.591036300812362
680,0,0.0,0.0,1230.177193334511,0.5272461083187128
630,1,0.0,0.0,958.6603758579979,0.46322263623719206
650,0,0.0,0.0,993.5210967747565,0.44314238407535056
750,0,0.0,0.0,1539.4653013636787,0.5640826649733311
650,1,0.0,0.0,798.2111153720537,0.39968877534096103
700,0,0.0,0.0,1343.9742501014048,0.5394598018250948
610,1,1.0,1.0,893.2542223005886,0.4386308068238591
620,1,0.0,0.0,1296.8174788046551,0.5196253570539988
630,0,0.0,0.0,1268.2316735491213,0.5104527336125465
540,0,0.0,0.0,547.4337535244988,0.3106613921357829
580,0,0.0,0.0,419.5061901569771,0.2691949902866584
810,0,0.0,0.0,1713.0243542724618,0.5846481344577422
680,1,1.0,0.0,1273.8192759237486,0.5196674245161015
990,0,0.0,0.0,2123.1551456598836,0.6538673652625753
600,0,0.0,0.0,917.3607729542223,0.40933553656421756
580,0,0.0,0.0,612.747025233137,0.3300735161549775
490,0,0.0,0.0,535.9090578384653,0.31083862279580077
640,0,0.0,0.0,1357.613628794591,0.5339505598968873
600,0,0.0,0.0,1127.6718913334814,0.4863196473169698
600,0,0.0,0.0,1092.851130711573,0.4645601624740261
640,1,0.0,0.0,957.0688578515052,0.44472839979446055
520,0,0.0,0.0,1150.8004363287407,0.4969535139522616
670,0,0.0,0.0,1022.6467527732938,0.452101302811238
720,1,1.0,0.0,1092.5125336440954,0.481579762871572
510,1,1.0,0.0,799.7524359247553,0.3985339974888789
530,0,0.0,0.0,435.0458004769325,0.2976941126571568
630,0,0.0,0.0,962.9155392628826,0.4686678982917925
690,0,0.0,0.0,1226.5938689024856,0.49844898830290235
600,1,1.0,0.0,1111.1404801822553,0.4849777516520143
500,0,0.0,0.0,1384.564834385128,0.5265121518472471
630,0,0.0,0.0,1682.2095570423087,0.5860657356482465
450,1,1.0,1.0,451.0991585063902,0.2823467042878879
570,1,0.0,0.0,1271.5501694936715,0.5224542002083744
640,1,1.0,1.0,882.2174184044492,0.43318512313109436
820,1,0.0,0.0,1576.6967796615895,0.5809622475214665
650,1,1.0,1.0,1117.478744130971,0.48132581987304224
660,0,0.0,0.0,1041.562208923056,0.46797701546154996
810,0,0.0,0.0,1047.5612928407738,0.4692302482949922
550,0,0.0,0.0,528.4348813038476,0.3114159445587514
510,1,0.0,0.0,914.6742510932963,0.4282147879131397
730,0,0.0,0.0,1835.1618344465128,0.6143384730281518
630,0,0.0,0.0,615.8531185231485,0.35829134358864095
750,1,1.0,0.0,1296.9402501080067,0.5300269112377274
610,0,0.0,0.0,1094.8165661076641,0.48834374424337085
640,1,1.0,0.0,1273.948283776484,0.5125847841140632
540,0,0.0,0.0,617.1336810284657,0.34097111891175547
770,1,0.0,0.0,1285.2707862988345,0.5223490244146035
610,0,0.0,0.0,1414.6125661270332,0.5338680394363745
680,0,0.0,0.0,881.9210502244337,0.4135979812443025
830,1,0.0,0.0,1622.8525148310036,0.5808644154966165
670,0,0.0,0.0,908.9464430775381,0.44770657830066846
680,0,0.0,0.0,1938.499345190057,0.6311346596093292
620,0,0.0,0.0,833.486045429191,0.42015099918754806
720,0,0.0,0.0,898.7639304953067,0.40773576467517275
750,1,1.0,1.0,1404.9580669357829,0.54131835101914
780,1,1.0,1.0,1681.4397911102428,0.5843209565329484
630,1,0.0,0.0,751.47822045453,0.3924249096663034
570,0,0.0,0.0,2055.9565561424383,0.6437011217057926
600,0,0.0,0.0,1911.8821401139894,0.6228085389388516
570,0,0.0,0.0,465.77534637369,0.2954178461119088
630,1,1.0,1.0,1259.1656586884872,0.5541790121406672
700,1,1.0,0.0,921.6045846266251,0.4281090901904409
740,1,0.0,0.0,1630.6568073150665,0.5760317424221832
640,0,0.0,0.0,1006.0314360955548,0.4659791879512186
770,0,0.0,0.0,1913.3426194415267,0.6187430318892582
540,1,0.0,0.0,434.0563859661003,0.2622169603262731
700,0,0.0,0.0,1255.0539109402487,0.5145515320844954
730,1,0.0,0.0,1270.231225441928,0.5109435083816805
700,1,1.0,1.0,1150.9670034516064,0.48927223945707476
630,0,0.0,0.0,1240.682408563825,0.49607610012590225
630,1,1.0,0.0,1480.0082874010068,0.545682981714825
680,1,1.0,1.0,1246.2849132429128,0.5140056869826168
980,0,0.0,0.0,2405.136849143276,0.6617633605187229
690,1,0.0,0.0,1422.3940075038256,0.5463663242351359
690,1,1.0,0.0,2043.3504078556734,0.6356471330291722
590,1,0.0,0.0,425.9566022588073,0.27094655237321363
480,1,0.0,0.0,909.9255777081295,0.40406629767891095
760,1,1.0,1.0,815.7058888467841,0.39718817297359593
590,1,0.0,0.0,914.8048924320755,0.40626148598051454
710,0,0.0,0.0,927.5013465246714,0.4435000311074751
850,0,0.0,0.0,1815.2112984787284,0.60495347146461
490,0,0.0,0.0,785.5462901646546,0.3954719247752627
670,0,0.0,0.0,1561.5511762197484,0.5754518989036281
740,0,0.0,0.0,1278.4696302449724,0.5032249297997966
710,0,0.0,0.0,1785.1593371123788,0.5946842925635989
500,0,0.0,0.0,812.5138931340622,0.3968059643777947
590,1,0.0,0.0,1173.69473611957,0.49108646098962205
630,0,0.0,0.0,1234.9727396718604,0.5042428496861717
640,1,0.0,0.0,791.0624329434772,0.37732596390839745
420,1,1.0,0.0,440.9137516462263,0.2717011725798602
730,0,0.0,0.0,1717.2970199324652,0.6035127953997156
720,1,0.0,0.0,1411.7627815620372,0.53408423534013
860,0,0.0,0.0,1598.2194707175122,0.5561305073599173
620,1,1.0,0.0,795.8789532714605,0.3892142608517146
530,0,0.0,0.0,1108.2642036064385,0.49714543960136787
660,0,0.0,0.0,916.437514801108,0.4246261232510687
750,0,0.0,0.0,1203.1102645414846,0.48522248105392435
610,1,1.0,1.0,618.0573039099427,0.34192369238624354
740,0,0.0,0.0,840.5186317840034,0.4194531702736826
500,1,0.0,0.0,352.22292961731347,0.22233652644013085
690,1,0.0,0.0,1084.5627955693403,0.4785904580946808
600,0,0.0,0.0,699.1662637388988,0.3666549461943358
680,1,0.0,0.0,1223.4460663854845,0.5265758778442093
790,0,0.0,0.0,1610.8380931188176,0.5589096457216302
770,0,0.0,0.0,1476.5510141728253,0.5576431590677147
680,0,0.0,0.0,1473.0756504390843,0.5529238617439908
630,1,0.0,0.0,1055.9016645602676,0.4642142554019459
520,1,0.0,0.0,884.4654335633726,0.4118903035938365
590,1,1.0,1.0,722.5837250528167,0.37073276226836327
660,1,1.0,1.0,1643.7852123209361,0.565574671916884
770,1,1.0,1.0,1900.818034825422,0.6035613464735068
770,1,0.0,0.0,1097.5315221516955,0.4664605572668227
670,0,0.0,0.0,886.7078975285691,0.38919382208184866
600,0,0.0,0.0,959.751751579657,0.4514078713580246
750,1,1.0,0.0,1297.8687224417552,0.513832934611708
710,0,0.0,0.0,1055.9689003385724,0.46693108214939794
890,1,0.0,0.0,2063.482673505134,0.6359018272405398
530,1,1.0,1.0,729.4413914203349,0.38880455101581773
570,1,1.0,0.0,1423.0352085729055,0.5483141620996804
580,0,0.0,0.0,943.24090279929,0.41806302956831215
730,0,0.0,0.0,1240.172528692806,0.5285316551401007
540,1,0.0,0.0,748.3281087735115,0.3897351084479326
640,0,0.0,0.0,1127.290693339551,0.49388097232735195
790,1,0.0,0.0,1138.9417022064108,0.49890517001016926
600,0,0.0,0.0,1303.6180823659129,0.5151490836822846
630,0,0.0,0.0,1263.4819369620152,0.5165469860047295
650,0,0.0,0.0,1086.6260507392253,0.4850545648531815
620,1,1.0,1.0,681.9219573666325,0.36069836726262466
550,1,0.0,0.0,1030.230305485045,0.4439509687038125
850,0,0.0,0.0,1201.296394043277,0.485554734549738
700,0,0.0,0.0,629.4188126092342,0.34545076351187515
560,1,1.0,0.0,1213.7079641063588,0.5020325329892363
540,0,0.0,0.0,849.0310571434014,0.4090567729368472
790,0,0.0,0.0,1482.6978106073325,0.5534384478818078
790,0,0.0,0.0,2176.7128767735594,0.6578241788271145
720,0,0.0,0.0,1651.3961876943406,0.5928723162809142
540,1,0.0,0.0,1402.8117162498124,0.5501616302909198
590,0,0.0,0.0,1178.620550226332,0.4889947794368576
590,0,0.0,0.0,767.6530239861968,0.38605608104961947
550,0,0.0,0.0,514.0777146396791,0.2829559162371136
730,1,1.0,1.0,1092.2147590252016,0.4862207981714302
680,0,0.0,0.0,1003.6557926751618,0.4513909074816175
610,1,1.0,0.0,1739.2002230918474,0.5970377093337544
730,1,1.0,0.0,1433.471212578374,0.556600352907534
540,1,0.0,0.0,864.2166178236639,0.41385084845998193
590,0,0.0,0.0,743.9723776039384,0.39599324298360994
530,1,1.0,0.0,1406.4143875538382,0.5385069908878211
750,0,0.0,0.0,1059.1060739996672,0.482086428474468
680,0,0.0,0.0,795.4595345240764,0.38912181938560964
570,1,0.0,0.0,530.054751735696,0.3028924301144648
780,0,0.0,0.0,985.1993412261427,0.43941281115833275
790,0,0.0,0.0,1057.099173272176,0.47438301184937204
530,0,0.0,0.0,401.43098522111654,0.2417912889811622
840,0,0.0,0.0,1693.8753500144173,0.5900135617955293
670,1,0.0,0.0,805.3910928432041,0.3990297479847421
710,0,0.0,0.0,1600.1784999464467,0.5749216951651726
680,0,0.0,0.0,975.7540982071303,0.45362498117162037
630,0,0.0,0.0,654.0617488933727,0.34862621040146613
660,1,0.0,0.0,1174.692427862284,0.5064711014411113
850,0,0.0,0.0,1477.6465851904964,0.5557185572572583
580,0,0.0,0.0,352.23141165658916,0.23600289767271343
710,1,0.0,0.0,1446.8129742279582,0.5468630909337696
650,0,0.0,0.0,630.7632489362087,0.3294629332170649
740,0,0.0,0.0,1833.9135332357755,0.6061143638626092
790,0,0.0,0.0,860.5617984278546,0.419906024224291
710,1,0.0,0.0,1835.5046169217965,0.5973282327460393
740,0,0.0,0.0,1570.0321309434075,0.5711765158948506
640,1,0.0,0.0,1129.1714429705469,0.49350590449463655
430,1,1.0,1.0,715.2173259690871,0.3743286562440773
670,1,0.0,0.0,906.4833015789054,0.43192000758194676
540,0,0.0,0.0,1035.3432518134703,0.46870242509954707
800,0,0.0,0.0,1976.445190775273,0.6256681255042154
640,1,0.0,0.0,796.0694974134186,0.3965859144117781
520,1,1.0,1.0,791.3338904732359,0.4168272362184612
710,0,0.0,0.0,1474.5312734542779,0.5589377721658869
660,0,0.0,0.0,375.14490681975826,0.23993377543260733
490,1,0.0,0.0,652.9770775382258,0.35363745165323485
690,1,1.0,1.0,1168.8761980680558,0.48518272644403027
530,1,1.0,1.0,671.0673575027548,0.37046814068435674
620,0,0.0,0.0,807.4777507590388,0.3954789069300823
480,0,0.0,0.0,252.24251508691995,0.18240869055989306
720,0,0.0,0.0,1457.5664650300469,0.5466101694468336
710,0,0.0,0.0,1448.0238264899253,0.5401884256241184
740,0,0.0,0.0,1687.7624211506297,0.5971339872553605
780,0,0.0,0.0,1743.0429570826846,0.5884651902037007
670,1,0.0,0.0,957.0106937754765,0.42696316220960273
480,1,0.0,0.0,815.2978732823663,0.39401699458564143
840,0,0.0,0.0,1453.8338394644973,0.5408554644169787
690,0,0.0,0.0,1710.1478497893095,0.5845165983937766
