state,year,cigsale,lnincome,beer,age15to24,retprice,california,after_treatment
3,1992,67.5,10.114938735961902,21.2999992370605,,201.899993896484,True,True
3,1993,63.4000015258789,10.0984973907471,20.7999992370605,,205.100006103516,True,True
3,1994,58.5999984741211,10.0995082855225,20.1000003814697,,190.300003051758,True,True
3,1995,56.4000015258789,10.1559162139893,19.7000007629395,,195.100006103516,True,True
3,1996,54.5,10.1786365509033,19.1000003814697,,197.899993896484,True,True
3,1997,53.7999992370605,10.175189971923801,19.5,,200.300003051758,True,True
3,1998,52.2999992370605,,,,207.800003051758,True,True
3,1999,47.2000007629395,,,,224.899993896484,True,True
3,2000,41.5999984741211,,,,351.200012207031,True,True
4,1970,124.800003051758,,,0.19095022976398496,29.399999618530305,False,False
4,1971,125.5,,,0.191647589206696,31.100000381469695,False,False
4,1972,134.300003051758,9.8055477142334,,0.192344963550568,31.2000007629395,False,False
4,1973,137.899993896484,9.84841346740723,,0.19304232299327892,32.7000007629395,False,False
4,1974,132.800003051758,9.84045124053955,,0.19373968243598896,38.0999984741211,False,False
4,1975,131.0,9.82846069335938,,0.19443705677986106,41.7000007629395,False,False
4,1976,134.199996948242,9.85891342163086,,0.195134416222572,44.7999992370605,False,False
4,1977,132.0,9.88844680786133,,0.195831775665283,44.7000007629395,False,False
4,1978,129.199996948242,9.93375110626221,,0.196529135107994,57.4000015258789,False,False
4,1979,131.5,9.942219734191893,,0.19722650945186604,52.7999992370605,False,False
4,1980,131.0,9.94361209869385,,0.197923868894577,54.5999984741211,False,False
4,1981,133.800003051758,9.957273483276367,,0.19186870753765092,58.0999984741211,False,False
4,1982,130.5,9.96261692047119,,0.18581356108188604,61.4000015258789,False,False
4,1983,125.300003051758,9.97803688049316,,0.17975839972496,73.3000030517578,False,False
4,1984,119.699996948242,10.0020456314087,25.7000007629395,0.17370325326919595,83.4000015258789,False,False
4,1985,112.400001525879,10.0007791519165,25.2000007629395,0.16764809191226998,93.0999984741211,False,False
4,1986,109.900001525879,10.0015926361084,25.5,0.161592930555344,95.0999984741211,False,False
4,1987,102.400001525879,9.99442672729492,24.7999992370605,0.155537784099579,108.599998474121,False,False
4,1988,94.5999984741211,10.0188312530518,24.2000007629395,0.14948262274265306,116.0,False,False
4,1989,88.8000030517578,10.043063163757301,23.899999618530305,0.14342747628688798,130.800003051758,False,True
4,1990,87.4000015258789,10.0462512969971,24.2000007629395,0.137372314929962,149.300003051758,False,True
4,1991,90.1999969482422,10.0547609329224,23.5,,152.600006103516,False,True
4,1992,88.3000030517578,10.066339492797901,23.7000007629395,,157.5,False,True
4,1993,88.5999984741211,10.0796689987183,23.5,,168.199996948242,False,True
4,1994,89.0999984741211,10.097463607788098,23.100000381469695,,153.199996948242,False,True
4,1995,85.4000015258789,10.1663503646851,24.399999618530305,,164.199996948242,False,True
4,1996,83.0999984741211,10.1914367675781,24.7999992370605,,169.600006103516,False,True
4,1997,81.3000030517578,10.203896522522,24.0,,174.399993896484,False,True
4,1998,81.1999969482422,,,,185.800003051758,False,True
4,1999,79.5999984741211,,,,204.199996948242,False,True
4,2000,73.0,,,,281.29998779296903,False,True
5,1970,120.0,,,0.162928760051727,42.2000007629395,False,False
5,1971,117.599998474121,,,0.164653897285461,45.5,False,False
5,1972,110.800003051758,9.9811372756958,,0.166379049420357,51.2999992370605,False,False
5,1973,109.300003051758,10.0129890441895,,0.168104186654091,50.5999984741211,False,False
5,1974,112.400001525879,9.98853492736816,,0.169829323887825,52.5,False,False
5,1975,110.199996948242,9.96074867248535,,0.17155447602272,54.5,False,False
5,1976,113.400001525879,9.993227005004881,,0.17327961325645402,57.5999984741211,False,False
5,1977,117.300003051758,10.028068542480499,,0.17500475049018901,58.4000015258789,False,False
5,1978,117.5,10.0632028579712,,0.17672988772392298,61.7000007629395,False,False
5,1979,117.400001525879,10.0755081176758,,0.17845503985881794,64.40000152587889,False,False
5,1980,118.0,10.074763298034698,,0.180180177092552,67.0,False,False
5,1981,116.400001525879,10.079571723938,,0.176050052046776,80.0999984741211,False,False
5,1982,114.699996948242,10.090163230896,,0.171919927000999,85.5999984741211,False,False
5,1983,114.099998474121,10.1200704574585,,0.16778981685638406,95.5999984741211,False,False
5,1984,112.5,10.1815967559814,20.2999992370605,0.163659691810608,113.5,False,False
5,1985,111.0,10.2129173278809,20.7999992370605,0.15952956676483201,118.599998474121,False,False
5,1986,108.5,10.268609046936001,20.6000003814697,0.15539944171905498,118.5,False,False
5,1987,109.0,10.3092288970947,21.1000003814697,0.151269316673279,122.699996948242,False,False
5,1988,104.800003051758,10.3553953170776,20.7000007629395,0.147139206528664,129.699996948242,False,False
5,1989,100.599998474121,10.3665237426758,19.7999992370605,0.143009081482887,142.0,False,True
5,1990,91.5,10.3493022918701,19.7999992370605,0.13887895643711098,171.199996948242,False,True
5,1991,86.6999969482422,10.324136734008801,18.7000007629395,,175.600006103516,False,True
5,1992,83.5,10.3438425064087,18.2999992370605,,193.5,False,True
5,1993,79.0999984741211,10.343544006347699,17.8999996185303,,202.300003051758,False,True
5,1994,76.5999984741211,10.3612985610962,17.8999996185303,,205.600006103516,False,True
5,1995,79.3000030517578,10.4510021209717,17.6000003814697,,205.399993896484,False,True
5,1996,76.0,10.474494934082001,17.2000007629395,,206.300003051758,False,True
5,1997,75.9000015258789,10.486617088317901,17.5,,208.5,False,True
5,1998,75.5,,,,217.899993896484,False,True
5,1999,73.4000015258789,,,,236.5,False,True
5,2000,71.4000015258789,,,,312.29998779296903,False,True
6,1970,155.0,,,0.17335766553878798,39.0,False,False
6,1971,161.100006103516,,,0.175887212157249,41.2999992370605,False,False
6,1972,156.300003051758,9.90993022918701,,0.178416773676872,44.7000007629395,False,False
6,1973,154.699996948242,9.94817733764648,,0.18094632029533397,44.0,False,False
6,1974,151.300003051758,9.91825771331787,,0.183475881814957,44.2000007629395,False,False
6,1975,147.600006103516,9.88753128051758,,0.18600542843341802,45.9000015258789,False,False
6,1976,153.0,9.92068481445312,,0.18853497505188,50.0999984741211,False,False
6,1977,153.300003051758,9.933778762817381,,0.19106453657150305,51.7000007629395,False,False
6,1978,155.5,9.94412708282471,,0.193594083189964,58.7000007629395,False,False
6,1979,150.199996948242,9.926103591918947,,0.19612364470958701,60.0,False,False
6,1980,150.5,9.91374397277832,,0.19865319132804896,62.7000007629395,False,False
6,1981,152.600006103516,9.90139293670654,,0.19354601204395305,66.0,False,False
6,1982,154.100006103516,9.904336929321287,,0.188438847661018,74.0999984741211,False,False
6,1983,149.600006103516,9.9345760345459,,0.18333166837692305,82.0,False,False
6,1984,144.0,9.962282180786133,26.600000381469695,0.178224503993988,91.0999984741211,False,False
6,1985,144.5,9.99633407592773,26.2000007629395,0.17311732470989202,98.6999969482422,False,False
6,1986,142.399993896484,10.0320920944214,26.0,0.16801014542579698,105.199996948242,False,False
6,1987,141.0,10.0485706329346,25.899999618530305,0.162902981042862,111.400001525879,False,False
6,1988,137.100006103516,10.0777215957642,25.7000007629395,0.15779580175876598,119.300003051758,False,False
6,1989,131.699996948242,10.1036052703857,24.899999618530305,0.152688637375832,124.0,False,True
6,1990,127.199996948242,10.094803810119599,25.7999992370605,0.14758145809173598,140.0,False,True
6,1991,118.800003051758,10.083064079284698,24.899999618530305,,143.199996948242,False,True
6,1992,120.0,10.091464042663599,25.2000007629395,,174.699996948242,False,True
6,1993,123.800003051758,10.0920829772949,26.2000007629395,,187.899993896484,False,True
6,1994,126.099998474121,10.1312465667725,25.899999618530305,,152.5,False,True
6,1995,127.199996948242,10.2296533584595,24.600000381469695,,160.699996948242,False,True
6,1996,128.300003051758,10.2623929977417,24.600000381469695,,169.100006103516,False,True
6,1997,124.099998474121,10.2616777420044,24.899999618530305,,171.899993896484,False,True
6,1998,132.800003051758,,,,179.199996948242,False,True
6,1999,139.5,,,,198.300003051758,False,True
6,2000,140.699996948242,,,,276.20001220703097,False,True
7,1970,109.900001525879,,,0.187445506453514,34.2999992370605,False,False
7,1971,115.699996948242,,,0.187866255640984,35.7999992370605,False,False
7,1972,117.0,9.63889026641846,,0.18828698992729198,40.9000015258789,False,False
7,1973,119.800003051758,9.68486499786377,,0.18870773911476105,42.4000015258789,False,False
7,1974,123.699996948242,9.65998077392578,,0.18912847340107,42.4000015258789,False,False
7,1975,122.900001525879,9.62960910797119,,0.18954922258853896,44.5,False,False
7,1976,125.900001525879,9.67142963409424,,0.1899699717760089,47.9000015258789,False,False
7,1977,127.900001525879,9.69333744049072,,0.19039070606231692,49.5,False,False
7,1978,130.600006103516,9.73665142059326,,0.19081145524978602,54.7000007629395,False,False
7,1979,131.0,9.729302406311039,,0.191232189536095,56.5999984741211,False,False
7,1980,134.0,9.70144462585449,,0.191652938723564,59.2999992370605,False,False
7,1981,131.699996948242,9.70494365692139,,0.187975734472275,62.5999984741211,False,False
7,1982,131.199996948242,9.70734405517578,,0.184298530220985,67.8000030517578,False,False
7,1983,128.600006103516,9.7557315826416,,0.18062132596969602,78.9000015258789,False,False
7,1984,126.300003051758,9.82548999786377,21.2999992370605,0.17694412171840698,86.8000030517578,False,False
7,1985,128.800003051758,9.86212730407715,21.3999996185303,0.173266917467117,90.6999969482422,False,False
7,1986,129.0,9.91380882263184,22.100000381469695,0.16958972811698902,100.099998474121,False,False
7,1987,129.300003051758,9.9307975769043,22.2999992370605,0.16591252386570002,103.900001525879,False,False
7,1988,124.099998474121,9.95286273956299,21.7000007629395,0.16223531961441,109.199996948242,False,False
7,1989,117.099998474121,9.95390892028809,21.5,0.158558115363121,122.400001525879,False,True
7,1990,113.800003051758,9.95329761505127,22.2999992370605,0.154880911111832,132.300003051758,False,True
7,1991,109.599998474121,9.94186496734619,21.2000007629395,,138.199996948242,False,True
7,1992,109.199996948242,9.95856475830078,21.600000381469695,,159.5,False,True
7,1993,109.199996948242,9.96787261962891,21.7000007629395,,167.199996948242,False,True
7,1994,107.800003051758,9.99823951721191,21.3999996185303,,147.800003051758,False,True
7,1995,100.300003051758,10.055438041687,21.5,,153.800003051758,False,True
7,1996,102.699996948242,10.0797710418701,22.0,,156.100006103516,False,True
7,1997,100.599998474121,10.0814075469971,21.600000381469695,,158.899993896484,False,True
7,1998,100.5,,,,168.699996948242,False,True
7,1999,97.0999984741211,,,,188.0,False,True
7,2000,88.4000015258789,,,,257.399993896484,False,True
8,1970,102.400001525879,,,0.17812061309814498,33.7999992370605,False,False
8,1971,108.5,,,0.17609244585037198,33.5999984741211,False,False
8,1972,126.099998474121,9.65183925628662,,0.174064293503761,33.7000007629395,False,False
8,1973,121.800003051758,9.72105121612549,,0.172036126255989,36.2999992370605,False,False
8,1974,125.599998474121,9.746262550354,,0.17000795900821694,38.0,False,False
8,1975,123.300003051758,9.69220066070557,,0.16797980666160595,40.2999992370605,False,False
8,1976,125.099998474121,9.73110103607178,,0.165951639413834,42.5,False,False
8,1977,125.0,9.72650718688965,,0.163923472166061,45.5999984741211,False,False
8,1978,122.800003051758,9.76893329620361,,0.161895304918289,51.5,False,False
8,1979,117.5,9.73733615875244,,0.15986715257167802,55.4000015258789,False,False
8,1980,115.199996948242,9.71149635314941,,0.157838985323906,56.4000015258789,False,False
8,1981,114.099998474121,9.68489837646484,,0.15638342499733,59.2000007629395,False,False
8,1982,111.5,9.645256996154787,,0.15492784976959198,67.59999847412111,False,False
8,1983,111.300003051758,9.69454383850098,,0.153472289443016,76.5,False,False
8,1984,103.599998474121,9.707316398620607,23.2000007629395,0.152016714215279,88.5,False,False
8,1985,100.699996948242,9.715256690979,22.2999992370605,0.150561153888702,97.5999984741211,False,False
8,1986,96.6999969482422,9.73621368408203,22.5,0.14910559356212602,99.9000015258789,False,False
8,1987,95.0,9.74072265625,22.0,0.147650018334389,107.099998474121,False,False
8,1988,84.5,9.76600360870361,21.1000003814697,0.14619445800781194,121.900001525879,False,False
8,1989,78.4000015258789,9.82792663574219,21.600000381469695,0.14473888278007502,133.600006103516,False,True
8,1990,90.0999984741211,9.83992767333984,22.899999618530305,0.14328332245349898,141.300003051758,False,True
8,1991,85.4000015258789,9.8350944519043,22.2000007629395,,144.399993896484,False,True
8,1992,85.0999984741211,9.85614967346191,22.600000381469695,,167.199996948242,False,True
8,1993,86.6999969482422,9.877363204956053,21.7999992370605,,171.199996948242,False,True
8,1994,93.0,9.90307903289795,21.3999996185303,,150.5,False,True
8,1995,78.1999969482422,9.91967868804932,20.1000003814697,,163.5,False,True
8,1996,73.5999984741211,9.933633804321287,20.6000003814697,,176.5,False,True
8,1997,75.0,9.92195224761963,20.1000003814697,,184.399993896484,False,True
8,1998,78.9000015258789,,,,187.100006103516,False,True
8,1999,75.0999984741211,,,,210.699996948242,False,True
8,2000,66.90000152587889,,,,275.899993896484,False,True
9,1970,124.800003051758,,,0.166966691613197,41.4000015258789,False,False
9,1971,125.599998474121,,,0.168997600674629,41.4000015258789,False,False
9,1972,126.599998474121,9.90816116333008,,0.171028509736061,41.9000015258789,False,False
9,1973,124.400001525879,9.96159648895264,,0.173059403896332,41.0,False,False
9,1974,131.899993896484,9.94631481170654,,0.175090312957764,41.9000015258789,False,False
9,1975,131.800003051758,9.93418979644775,,0.177121222019196,45.2000007629395,False,False
9,1976,134.399993896484,9.965497970581053,,0.179152131080627,48.4000015258789,False,False
9,1977,134.0,9.99694919586182,,0.181183040142059,49.4000015258789,False,False
9,1978,136.699996948242,10.0236034393311,,0.18321393430233,54.5999984741211,False,False
9,1979,135.300003051758,10.0136747360229,,0.18524484336376199,56.7999992370605,False,False
9,1980,135.199996948242,9.96217250823975,,0.18727575242519398,60.0,False,False
9,1981,133.0,9.96501731872559,,0.18302710354328197,63.0999984741211,False,False
9,1982,130.699996948242,9.94497871398926,,0.178778469562531,69.59999847412111,False,False
9,1983,127.900001525879,9.95480346679688,,0.17452982068061804,80.8000030517578,False,False
9,1984,124.0,10.0031442642212,24.600000381469695,0.170281186699867,89.5999984741211,False,False
9,1985,121.599998474121,10.020818710327099,24.2999992370605,0.166032537817955,96.6999969482422,False,False
9,1986,118.199996948242,10.055299758911099,24.7000007629395,0.16178388893604298,108.400001525879,False,False
9,1987,109.5,10.0677547454834,25.100000381469695,0.157535254955292,116.199996948242,False,False
9,1988,107.599998474121,10.087956428527802,25.0,0.15328660607338,124.099998474121,False,False
9,1989,104.599998474121,10.1139068603516,24.399999618530305,0.149037972092628,132.699996948242,False,True
9,1990,94.0999984741211,10.1167488098145,25.7000007629395,0.144789323210716,147.300003051758,False,True
9,1991,96.0999984741211,10.098238945007301,24.399999618530305,,154.0,False,True
9,1992,94.8000030517578,10.1232872009277,23.7999992370605,,179.800003051758,False,True
9,1993,94.5999984741211,10.1278343200684,23.5,,187.5,False,True
9,1994,85.6999969482422,10.154191970825199,23.600000381469695,,182.100006103516,False,True
9,1995,84.3000030517578,10.2003545761108,23.2000007629395,,185.199996948242,False,True
9,1996,81.8000030517578,10.2242441177368,22.899999618530305,,188.699996948242,False,True
9,1997,79.5999984741211,10.2365856170654,22.899999618530305,,198.699996948242,False,True
9,1998,80.3000030517578,,,,202.300003051758,False,True
9,1999,72.1999969482422,,,,240.5,False,True
9,2000,70.0,,,,312.70001220703097,False,True
10,1970,134.600006103516,,,0.176515877246857,30.600000381469695,False,False
10,1971,139.300003051758,,,0.177971750497818,32.2000007629395,False,False
10,1972,149.199996948242,9.73187255859375,,0.17942763864994002,32.5,False,False
10,1973,156.0,9.806882858276367,,0.18088352680206304,32.9000015258789,False,False
10,1974,159.600006103516,9.76318454742432,,0.182339400053024,34.5,False,False
10,1975,162.399993896484,9.74366092681885,,0.183795273303986,36.7000007629395,False,False
10,1976,166.600006103516,9.79875469207764,,0.185251161456108,38.7000007629395,False,False
10,1977,173.0,9.833314895629881,,0.186707049608231,40.5999984741211,False,False
10,1978,150.899993896484,9.865232467651367,,0.18816292285919198,50.0,False,False
10,1979,148.899993896484,9.85148906707764,,0.189618796110153,52.5,False,False
10,1980,146.899993896484,9.7957763671875,,0.191074684262276,53.7000007629395,False,False
10,1981,148.5,9.7881498336792,,0.187078431248665,58.2999992370605,False,False
10,1982,147.699996948242,9.7577543258667,,0.18308216333389304,65.09999847412111,False,False
10,1983,143.0,9.77505779266357,,0.17908591032028198,75.6999969482422,False,False
10,1984,137.800003051758,9.82945728302002,22.0,0.175089657306671,85.1999969482422,False,False
10,1985,135.300003051758,9.8443021774292,22.0,0.17109340429306,88.8000030517578,False,False
10,1986,137.600006103516,9.88223171234131,22.100000381469695,0.167097136378288,93.5999984741211,False,False
10,1987,134.0,9.89704322814941,21.899999618530305,0.163100883364677,100.099998474121,False,False
10,1988,134.0,9.9150447845459,21.899999618530305,0.15910463035106698,109.300003051758,False,False
10,1989,132.5,9.9365816116333,21.5,0.15510836243629506,119.0,False,True
10,1990,128.300003051758,9.93514156341553,22.399999618530305,0.151112109422684,130.800003051758,False,True
10,1991,127.199996948242,9.92108249664307,21.600000381469695,,135.800003051758,False,True
10,1992,128.199996948242,9.95379734039307,20.7000007629395,,153.5,False,True
10,1993,126.800003051758,9.96563339233398,20.5,,157.5,False,True
10,1994,128.199996948242,10.0013475418091,20.6000003814697,,146.600006103516,False,True
10,1995,135.399993896484,10.043710708618198,20.1000003814697,,146.300003051758,False,True
10,1996,135.100006103516,10.060887336731,20.2999992370605,,147.800003051758,False,True
10,1997,135.300003051758,10.052114486694302,20.2999992370605,,156.300003051758,False,True
10,1998,135.899993896484,,,,166.800003051758,False,True
10,1999,133.300003051758,,,,190.0,False,True
10,2000,125.5,,,,260.20001220703097,False,True
11,1970,108.5,,,0.168849557638168,37.7000007629395,False,False
11,1971,108.400001525879,,,0.170838996767998,38.5,False,False
11,1972,109.400001525879,9.730264663696287,,0.172828450798988,41.9000015258789,False,False
11,1973,110.599998474121,9.85837173461914,,0.174817889928818,41.9000015258789,False,False
11,1974,116.099998474121,9.78827667236328,,0.17680732905864702,43.2000007629395,False,False
11,1975,120.5,9.80028820037842,,0.17879676818847698,45.4000015258789,False,False
11,1976,124.400001525879,9.80333232879639,,0.1807862222194669,47.7999992370605,False,False
11,1977,125.5,9.83932018280029,,0.182775661349297,49.4000015258789,False,False
11,1978,127.099998474121,9.91418361663818,,0.184765100479126,54.5999984741211,False,False
11,1979,124.199996948242,9.88105297088623,,0.186754554510117,56.4000015258789,False,False
11,1980,124.599998474121,9.810102462768553,,0.188743993639946,58.7999992370605,False,False
11,1981,132.899993896484,9.83868408203125,,0.18403522670269,61.4000015258789,False,False
11,1982,116.199996948242,9.795305252075199,,0.17932645976543402,72.8000030517578,False,False
11,1983,115.599998474121,9.78357219696045,,0.17461770772934002,84.0,False,False
11,1984,111.199996948242,9.83158206939697,23.899999618530305,0.169908940792084,93.3000030517578,False,False
11,1985,109.400001525879,9.83934497833252,22.899999618530305,0.16520017385482802,99.5,False,False
11,1986,104.099998474121,9.8702335357666,23.2999992370605,0.160491406917572,104.800003051758,False,False
11,1987,101.099998474121,9.88794422149658,23.100000381469695,0.15578263998031602,117.099998474121,False,False
11,1988,100.199996948242,9.87557125091553,23.0,0.15107388794422102,124.199996948242,False,False
11,1989,94.4000015258789,9.91592407226562,22.7000007629395,0.146365121006966,145.100006103516,False,True
11,1990,95.4000015258789,9.92780590057373,23.600000381469695,0.14165635406970994,149.600006103516,False,True
11,1991,97.0999984741211,9.91110897064209,23.5,,155.399993896484,False,True
11,1992,95.1999969482422,9.94248104095459,23.2999992370605,,178.5,False,True
11,1993,92.5,9.92098331451416,23.0,,189.699996948242,False,True
11,1994,93.4000015258789,9.996867179870607,23.2999992370605,,171.399993896484,False,True
11,1995,93.0,10.0018491744995,22.7000007629395,,179.0,False,True
11,1996,94.0,10.049005508422901,23.100000381469695,,183.800003051758,False,True
11,1997,93.9000015258789,10.049283027648901,23.2999992370605,,189.300003051758,False,True
11,1998,94.0,,,,193.800003051758,False,True
11,1999,91.6999969482422,,,,213.0,False,True
11,2000,88.9000015258789,,,,286.29998779296903,False,True
12,1970,114.0,,,0.180524677038193,34.2000007629395,False,False
12,1971,102.800003051758,,,0.18155004084110304,38.9000015258789,False,False
12,1972,111.0,9.76811790466309,,0.182575404644012,38.7999992370605,False,False
12,1973,115.199996948242,9.83822917938232,,0.18360078334808305,39.2999992370605,False,False
12,1974,118.599998474121,9.81089687347412,,0.18462614715099301,40.2000007629395,False,False
12,1975,123.400001525879,9.800612449646,,0.185651510953903,42.7000007629395,False,False
12,1976,127.699996948242,9.830625534057619,,0.18667687475681305,46.5999984741211,False,False
12,1977,127.900001525879,9.848076820373539,,0.187702238559723,48.0999984741211,False,False
12,1978,127.099998474121,9.8756046295166,,0.18872761726379397,52.5999984741211,False,False
12,1979,126.400001525879,9.9037971496582,,0.189752981066704,54.7999992370605,False,False
12,1980,127.099998474121,9.862443923950199,,0.19077834486961398,58.2999992370605,False,False
12,1981,132.0,9.87717914581299,,0.185729414224625,59.7999992370605,False,False
12,1982,130.899993896484,9.881303787231447,,0.180680498480797,65.09999847412111,False,False
12,1983,127.599998474121,9.885565757751461,,0.175631582736969,77.0,False,False
12,1984,121.699996948242,9.91646480560303,20.7000007629395,0.17058265209198,91.0,False,False
